time, StatePelvisPosX, StatePelvisPosZ, StatePelvisRotY, StateHipRotY, StateKneeRotY, StateAnkleRotY, StateMiddleTrunkRotY, StateLShoulderRotY, StateLElbowRotY, StateRShoulderRotY, StateRElbowRotY, StateHeadRotY, StatePelvisVelX, StatePelvisVelZ, StatePelvisRotVelY, StateHipRotVelY, StateKneeRotVelY, StateAnkleRotVelY, StateMiddleTrunkRotVelY, StateLShoulderRotVelY, StateLElbowRotVelY, StateRShoulderRotVelY, StateRElbowRotVelY, StateHeadRotVelY, StateHipTorque, StateKneeTorque, StateAnkleTorque, StateMiddleTrunkTorque, StateShoulderTorque, StateElbowTorque, StateHeadTorque, ControlHipDTorque, ControlKneeDTorque, ControlAnkleDTorque, ControlMiddleTrunkDTorque, ControlShoulderDTorque, ControlElbowDTorque, ControlHeadDTorque, TauPelvisPosX, TauPelvisPosZ, TauPelvisRotY, Tauleg_3_joint, Tauleg_4_joint, Tauleg_5_joint, Tautorso_2_joint, Tauarm_1_joint, Tauarm_4_joint, Tauarm_1_joint, Tauarm_4_joint, Tauhead_2_joint, Heel_Fx, Heel_Fy, Heel_Fz, Toe_Fx, Toe_Fy, Toe_Fz, CoP, Hand_x, Hand_y, Hand_z, Box_Hand_Fx, Box_Hand_Fz, Box_Hand_Ty, Phase
0, -0.0480411, 0.669145, 0.1, -1.22908, 1.48607, -0.356988, 0.1, 0.23, 1, 0.23, 1, 0.03, -1.40936e-18, -3.14072e-18, -5.54716e-18, 9.06626e-19, -1.41568e-18, 1.19608e-18, -3.21721e-18, 6.75873e-19, 7.5362e-18, 9.01186e-19, 1.29968e-18, 9.40918e-19, 37.2185, -2.39559, 2.95589, -16.4558, -0.656214, 4.58395, -0.959171, -0.544687, 0.634618, -4.1485, -23.1646, 7.35454, -2.35001, 5.89802, 4.67308e-310, 0, 0, 37.2185, -2.39559, 2.95589, -16.4558, -0.328107, 2.29198, -0.328107, 0, 0, 21.845, 0, 135.991, 0, 0, 68.2175, 0.000108742, 0, 0, 0, 0, 0, 0, 0
0.000380482, -0.0480411, 0.669145, 0.0999995, -1.22908, 1.48607, -0.356988, 0.100001, 0.23, 1, 0.23, 1, 0.0299952, -0.000338917, 3.40049e-05, -0.00237315, 0.00237315, 2.64818e-18, 6.6118e-18, 0.00707949, -0.00162561, 0.00360378, -0.001634, 0.00361338, -0.0248057, 37.2183, -2.39537, 2.9543, -16.4648, -0.6534, 4.58305, -0.956915, -0.974338, 0.566054, -4.23329, -23.7887, 7.43245, -2.37381, 5.96026, 4.67308e-310, 0, 0, 37.2183, -2.39537, 2.9543, -16.4648, -0.3267, 2.29153, -0.3267, 0, 0, 21.8411, 0, 135.98, 0, 0, 68.2006, 0.000103156, 0, 0, 0, 0, 0, 0, 0
0.000760964, -0.0480413, 0.669146, 0.0999982, -1.22908, 1.48607, -0.356988, 0.100005, 0.229999, 1, 0.229999, 1, 0.0299811, -0.000676951, 6.79204e-05, -0.00474012, 0.00474012, 4.47305e-18, 5.81467e-18, 0.01414, -0.00325295, 0.00719204, -0.00326972, 0.00721123, -0.0495234, 37.2178, -2.39516, 2.95267, -16.4739, -0.650558, 4.58215, -0.954635, -1.40399, 0.497489, -4.31808, -24.4128, 7.51036, -2.39761, 6.0225, 4.67308e-310, 0, 0, 37.2178, -2.39516, 2.95267, -16.4739, -0.325279, 2.29107, -0.325279, 0, 0, 21.8369, 0, 135.968, 0, 0, 68.1834, 9.76247e-05, 0, 0, 0, 0, 0, 0, 0
0.00114145, -0.0480416, 0.669146, 0.0999959, -1.22908, 1.48607, -0.356988, 0.100012, 0.229997, 1.00001, 0.229997, 1.00001, 0.0299576, -0.00101408, 0.000101743, -0.00710078, 0.00710078, 2.25517e-18, 4.91779e-18, 0.021181, -0.00488205, 0.0107645, -0.0049072, 0.0107933, -0.0741521, 37.2172, -2.39499, 2.95101, -16.4833, -0.647685, 4.58123, -0.952332, -1.83364, 0.428925, -4.40288, -25.037, 7.58826, -2.42141, 6.08473, 4.67308e-310, 0, 0, 37.2172, -2.39499, 2.95101, -16.4833, -0.323843, 2.29062, -0.323843, 0, 0, 21.8323, 0, 135.956, 0, 0, 68.166, 9.21505e-05, 0, 0, 0, 0, 0, 0, 0
0.00152193, -0.0480421, 0.669146, 0.0999928, -1.22908, 1.48607, -0.356988, 0.100022, 0.229995, 1.00001, 0.229995, 1.00001, 0.0299247, -0.0013503, 0.000135472, -0.009455, 0.009455, 4.67336e-18, 1.13807e-17, 0.0282023, -0.00651293, 0.0143209, -0.00654645, 0.0143592, -0.0986908, 37.2164, -2.39484, 2.94932, -16.493, -0.644783, 4.5803, -0.950005, -2.26329, 0.36036, -4.48767, -25.6611, 7.66617, -2.44521, 6.14697, 4.67308e-310, 0, 0, 37.2164, -2.39484, 2.94932, -16.493, -0.322392, 2.29015, -0.322392, 0, 0, 21.8273, 0, 135.943, 0, 0, 68.1483, 8.67336e-05, 0, 0, 0, 0, 0, 0, 0
0.00190241, -0.0480427, 0.669146, 0.0999887, -1.22907, 1.48607, -0.356988, 0.100034, 0.229992, 1.00002, 0.229992, 1.00002, 0.0298825, -0.00168557, 0.000169102, -0.0118026, 0.0118026, 2.14661e-18, 5.64788e-18, 0.0352035, -0.00814562, 0.0178609, -0.00818751, 0.0179088, -0.123139, 37.2155, -2.39471, 2.9476, -16.5029, -0.641852, 4.57937, -0.947654, -2.69294, 0.291796, -4.57246, -26.2852, 7.74408, -2.46901, 6.20921, 4.67308e-310, 0, 0, 37.2155, -2.39471, 2.9476, -16.5029, -0.320926, 2.28968, -0.320926, 0, 0, 21.8219, 0, 135.929, 0, 0, 68.1304, 8.13747e-05, 0, 0, 0, 0, 0, 0, 0
0.00228289, -0.0480434, 0.669146, 0.0999838, -1.22907, 1.48607, -0.356988, 0.100048, 0.229989, 1.00002, 0.229989, 1.00002, 0.029831, -0.00201989, 0.000202632, -0.0141436, 0.0141436, -3.30901e-20, -2.00328e-17, 0.0421843, -0.00978016, 0.0213844, -0.00983041, 0.0214418, -0.147494, 37.2144, -2.39462, 2.94584, -16.513, -0.63889, 4.57843, -0.94528, -3.1226, 0.223231, -4.65725, -26.9093, 7.82199, -2.49281, 6.27144, 4.67308e-310, 0, 0, 37.2144, -2.39462, 2.94584, -16.513, -0.319445, 2.28921, -0.319445, 0, 0, 21.8162, 0, 135.914, 0, 0, 68.1121, 7.60742e-05, 0, 0, 0, 0, 0, 0, 0
0.00266337, -0.0480442, 0.669146, 0.099978, -1.22906, 1.48607, -0.356988, 0.100066, 0.229985, 1.00003, 0.229985, 1.00003, 0.0297703, -0.00235323, 0.000236059, -0.0164777, 0.0164777, 3.44159e-18, -4.67586e-17, 0.0491443, -0.0114166, 0.024891, -0.0114752, 0.024958, -0.171758, 37.2131, -2.39454, 2.94405, -16.5233, -0.635899, 4.57747, -0.942882, -3.55225, 0.154667, -4.74205, -27.5335, 7.8999, -2.51661, 6.33368, 4.67308e-310, 0, 0, 37.2131, -2.39454, 2.94405, -16.5233, -0.31795, 2.28874, -0.31795, 0, 0, 21.8101, 0, 135.898, 0, 0, 68.0936, 7.08328e-05, 0, 0, 0, 0, 0, 0, 0
0.00304385, -0.0480452, 0.669146, 0.0999713, -1.22906, 1.48607, -0.356988, 0.100086, 0.22998, 1.00004, 0.22998, 1.00004, 0.0297003, -0.00268559, 0.000269379, -0.0188049, 0.0188049, 8.85708e-18, -6.80103e-17, 0.0560831, -0.0130549, 0.0283804, -0.0131218, 0.028457, -0.195927, 37.2117, -2.3945, 2.94223, -16.5339, -0.632879, 4.57651, -0.94046, -3.9819, 0.086102, -4.82684, -28.1576, 7.97781, -2.54041, 6.39592, 4.67308e-310, 0, 0, 37.2117, -2.3945, 2.94223, -16.5339, -0.316439, 2.28826, -0.316439, 0, 0, 21.8036, 0, 135.882, 0, 0, 68.0748, 6.56512e-05, 0, 0, 0, 0, 0, 0, 0
0.00342434, -0.0480462, 0.669146, 0.0999637, -1.22905, 1.48607, -0.356988, 0.100108, 0.229975, 1.00005, 0.229975, 1.00006, 0.0296212, -0.00301693, 0.000302592, -0.0211249, 0.0211249, 1.51451e-17, -7.60913e-17, 0.0630005, -0.0146951, 0.0318526, -0.0147704, 0.0319386, -0.220002, 37.2101, -2.39448, 2.94038, -16.5448, -0.629829, 4.57554, -0.938015, -4.41155, 0.0175375, -4.91163, -28.7817, 8.05572, -2.56421, 6.45816, 4.67308e-310, 0, 0, 37.2101, -2.39448, 2.94038, -16.5448, -0.314914, 2.28777, -0.314914, 0, 0, 21.7967, 0, 135.864, 0, 0, 68.0557, 6.053e-05, 0, 0, 0, 0, 0, 0, 0
