secs;nsecs;force_z
1619694363;443734169;596.1053650069999
1619694363;456044435;595.828810492
1619694363;468524217;596.106265836
1619694363;481045961;595.933531868
1619694363;493605613;595.927451272
1619694363;506017208;595.604504061
1619694363;518533229;595.325697473
1619694363;531038284;595.731295748
1619694363;543614864;595.451813539
1619694363;556046962;596.023614772
1619694363;568522930;596.3952067509999
1619694363;581019163;596.249948068
1619694363;593599081;596.073610783
1619694363;606014490;595.829486114
1619694363;618519306;595.6191425330001
1619694363;631045579;595.642789295
1619694363;643624305;595.548877868
1619694363;656024694;595.898399535
1619694363;668527841;595.8252071759999
1619694363;681043386;596.090050913
1619694363;693593502;596.007399849
1619694363;716191291;595.768454946
1619694363;729563236;595.598873879
1619694363;743031263;595.490999602
1619694363;756384611;595.516673229
1619694363;759654045;595.582884164
1619694363;778722286;595.770031397
1619694363;792187213;595.836692746
1619694363;795315504;595.761473521
1619694363;806068181;595.882635027
1619694363;818537235;595.589640382
1619694363;831062793;595.720711007
1619694363;843600273;595.503611208
1619694363;856043577;595.0327028280001
1619694363;868566751;595.054322725
1619694363;881039619;595.5027103790001
1619694363;893605232;596.658474038
1619694363;906044483;596.585281678
1619694363;918511867;596.0564950319999
1619694363;931041240;595.73692593
1619694363;943880796;595.426365118
1619694363;956064462;595.324796644
1619694363;968504428;595.318040426
1619694363;981039285;595.293943249
1619694363;993610382;595.91934381
1619694364;6056547;596.067530187
1619694364;18519878;596.251749726
1619694364;31065940;595.926325235
1619694364;43581485;595.8423229269999
1619694364;56061983;595.467803254
1619694364;78670740;595.07031244
1619694364;92111825;595.24124475
1619694364;105531930;595.505638074
1619694364;118915319;595.806064559
1619694364;122189760;595.8414220980001
1619694364;141275167;595.730845334
1619694364;144420385;595.62184502
1619694364;156059980;595.328850375
1619694364;168518066;595.403393978
1619694364;181031227;595.14102752
1619694364;193595886;595.146432494
1619694364;206041574;595.323895815
1619694364;218538761;595.403619185
1619694364;231053113;595.780165724
1619694364;243593454;595.55856178
1619694364;256044149;595.6689133369999
1619694364;268566846;595.423887838
1619694364;281046390;595.215571123
1619694364;293612480;595.1811144119999
1619694364;306039571;595.218498817
1619694364;318515539;595.240569129
1619694364;331044912;595.422987009
1619694364;343594074;595.3844765680001
1619694364;356033563;595.590541211
1619694364;368513107;595.353172759
1619694364;381051063;595.363532293
1619694364;393583297;595.1993562000001
1619694364;406019687;595.077293865
1619694364;418532133;595.057700834
1619694364;441251754;595.2666931709999
1619694364;454606771;595.341236774
1619694364;467978477;595.454516026
1619694364;481409072;595.530410872
1619694364;484475851;595.459020171
1619694364;503794193;595.161296173
1619694364;507015228;594.87303088
1619694364;518523454;594.2674485580001
1619694364;531068563;594.91334298
1619694364;543603181;595.883535856
1619694364;556040048;594.957483603
1619694364;568535804;594.259341097
1619694364;581027030;595.083149254
1619694364;593598127;596.5424922990001
1619694364;606029748;595.603828439
1619694364;618516921;594.492881025
1619694364;631057739;595.46645201
1619694364;643599510;596.300394494
1619694364;656037807;595.995689072
1619694364;668511390;595.54212165
1619694364;681028604;595.4921256380001
1619694364;693620681;595.8806081619999
1619694364;706038475;595.498206234
1619694364;718545675;595.13359568
1619694364;731040239;594.955907152
1619694364;743592262;595.049818579
