secs;nsecs;force_z
1619695233;184423923;502.84546218699995
1619695233;197545766;502.713265525
1619695233;210605144;502.559899381
1619695233;223762273;502.318702406
1619695233;236822843;501.974585713
1619695233;249855279;501.84419070900003
1619695233;263017654;501.855451072
1619695233;276094198;501.847568818
1619695233;289155721;502.203846703
1619695233;302321910;502.16646229800006
1619695233;305370330;502.327260282
1619695233;322697639;502.25586958
1619695233;335754156;501.975936956
1619695233;348791122;502.05543511900004
1619695233;362008571;501.80297778
1619695233;375082015;502.01242053199996
1619695233;388181447;502.27748947699996
1619695233;401353836;502.43130603599997
1619695233;414445877;502.35878929800003
1619695233;427503585;502.10430509400004
1619695233;430297374;501.869639129
1619695233;447666406;501.815589387
1619695233;460723400;501.507055441
1619695233;463617086;501.63497316400003
1619695233;475033998;501.574167204
1619695233;487482309;501.833831175
1619695233;499974489;502.03561688
1619695233;512560844;501.883151565
1619695233;524992465;502.18110077
1619695233;537479400;501.808382755
1619695233;549977540;501.833831175
1619695233;582993984;501.75365739
1619695233;596074581;501.787213272
1619695233;609133243;501.95206498699997
1619695233;612023591;501.92301325
1619695233;625069618;502.083135612
1619695233;638157844;501.906122705
1619695233;651258468;502.00836680199995
1619695233;664331912;501.80815754699995
1619695233;677368879;501.62596487400003
1619695233;680163383;501.790591381
1619695233;697685480;501.70005806300003
1619695233;710752725;502.05070576599996
1619695233;723902702;501.902294182
1619695233;736958980;501.892159855
1619695233;750001192;501.757711121
1619695233;763148784;501.664475315
1619695233;776232242;501.57146471699997
1619695233;789407014;501.522819949
1619695233;810302972;501.60839870800004
1619695233;823476314;501.547817955
1619695233;826268672;501.744198686
1619695233;837510347;501.75613467
1619695233;849972724;501.682491896
1619695233;862578630;501.80545506
1619695233;874992370;501.564483292
1619695233;887476682;501.804554231
1619695233;900017738;501.72077713
1619695233;912568092;501.88517843
1619695233;924990892;501.738343297
1619695233;937476396;501.633396714
1619695233;949995756;501.855901486
1619695233;962577581;501.69014894300005
1619695233;974980115;501.69037415
1619695233;987502574;501.73046104300005
1619695233;999997377;501.597813967
1619695234;32961368;501.66830383900003
1619695234;46030044;501.621010314
1619695234;59528589;501.58542756699995
1619695234;72655439;501.56380767
1619695234;75467586;501.70996718199996
1619695234;88499546;501.780457054
1619695234;101669311;501.73699205300005
1619695234;114883422;501.67731212900003
1619695234;127919197;501.805004646
1619695234;140993595;501.71176884
1619695234;143917798;501.79487031900004
1619695234;160164594;501.624388423
1619695234;173319101;501.733388737
1619695234;186398744;501.69037415
1619695234;189189910;501.701859721
1619695234;200002193;501.858603974
1619695234;212564468;501.60569622099996
1619695234;224980115;501.831579102
1619695234;237473249;501.611101195
1619695234;249977350;501.71469653400004
1619695234;262558698;501.765593375
1619695234;274972915;501.593535029
1619695234;287471294;501.75478342699995
1619695234;299972295;501.490615311
1619695234;343133687;501.716498193
1619695234;356228351;501.788564516
1619695234;359013080;501.76604379
1619695234;372096538;501.693301845
1619695234;385166168;501.79487031900004
1619695234;398241043;501.551871685
1619695234;411381721;501.765593375
1619695234;424458742;501.620334693
1619695234;427237987;501.73721726
1619695234;440256834;502.034490844
1619695234;453423261;501.94598439
1619695234;466482877;501.771899179
1619695234;479528903;500.91858887
1619695234;492649078;501.01092384699996
1619695234;505718708;501.619208656
1619695234;518770456;501.682942311
1619695234;531892299;501.459311502
1619695234;545060396;501.316755306
1619695234;558095216;501.57259075300004
1619695234;571354389;501.987647734
1619695234;574195146;501.65096288
1619695234;587207794;501.889232161
1619695234;600264549;501.63024381199995
1619695234;613348722;501.507055441
1619695234;626410961;501.878197005
1619695234;639455318;501.54804316199994
