0.000000000000000000e+00,3.552624237550831756e-04
2.017903327941890021e-02,2.061652617142643168e-04
3.999066352844229955e-02,3.576934840366878120e-04
6.013369560241690198e-02,5.992519864096883860e-04
7.999801635742180561e-02,7.747379601447766792e-04
1.001822948455809992e-01,8.822927821757150547e-04
1.201720237731933039e-01,1.088572303223430413e-03
1.400690078735351007e-01,1.402097785058956363e-03
1.599607467651366910e-01,1.813022282799302276e-03
1.800527572631835938e-01,2.149936092809308277e-03
1.999552249908446988e-01,2.347161104320831439e-03
2.201120853424071988e-01,2.387558167205580673e-03
2.399530410766601007e-01,2.328827172339948196e-03
2.600893974304199219e-01,2.182973556204433584e-03
2.799122333526610773e-01,2.044356919997895351e-03
2.999017238616942804e-01,2.074790971512812440e-03
3.199019432067871094e-01,2.170884771912514038e-03
3.399610519409179132e-01,2.230634324539973890e-03
3.599710464477539062e-01,2.071505553861825288e-03
3.800954818725585938e-01,1.763818924287081013e-03
3.999669551849365234e-01,1.463966741783702744e-03
4.199578762054442804e-01,1.398619362832347101e-03
4.399635791778563898e-01,1.602127268032992350e-03
4.599504470825194757e-01,1.972603360805021567e-03
4.799449443817138117e-01,2.351962641880530908e-03
4.999334812164306086e-01,2.589783553505484951e-03
5.199096202850341797e-01,2.751251310486998222e-03
5.400524139404296875e-01,2.751582842570622894e-03
5.599405765533447266e-01,2.590863324460982928e-03
5.799303054809570312e-01,2.494039380748821338e-03
5.998954772949218750e-01,2.606853025601181453e-03
6.201767921447753906e-01,2.918589796227433458e-03
6.401236057281494141e-01,3.410858869659553257e-03
6.598894596099853516e-01,4.033039049324981147e-03
6.799497604370117188e-01,4.554647458200334655e-03
7.001407146453857422e-01,4.919330065432643215e-03
7.199509143829345703e-01,5.092753812698460822e-03
7.399072647094726562e-01,5.149852709001821564e-03
7.599508762359619141e-01,5.047635253065568470e-03
7.799293994903564453e-01,4.849345038963326186e-03
7.999162673950195312e-01,4.458833395225913349e-03
8.199203014373779297e-01,3.928653774287021484e-03
8.399143218994140625e-01,3.326334460274260347e-03
8.599615097045898438e-01,2.667421293772450925e-03
8.799035549163818359e-01,2.048984765729079758e-03
8.999412059783935547e-01,1.537894040358805427e-03
9.201037883758543812e-01,1.354297600874477528e-03
9.401109218597412109e-01,1.487871662882362485e-03
9.599552154541015625e-01,1.706187625733069377e-03
9.800946712493896484e-01,1.789487851584095320e-03
9.999830722808837891e-01,2.000660807094838903e-03
1.020066738128662109e+00,2.458524638500178203e-03
1.040118217468261497e+00,2.931487598603047754e-03
1.060133695602416992e+00,3.368467010892459666e-03
1.079972505569458008e+00,3.665818395074353381e-03
1.099933862686157227e+00,3.872836868242634199e-03
1.119966745376586914e+00,3.906992004062147944e-03
1.139972448348999023e+00,3.788069049896891551e-03
1.160114526748657227e+00,3.573630097241968333e-03
1.179957389831542969e+00,3.368945586989842943e-03
1.200191259384155273e+00,3.164342241898345648e-03
