secs;nsecs;force_z
1619686470;143740653;495.24404154
1619686470;156214714;494.12183376300004
1619686470;168758630;493.817578755
1619686470;181298971;494.601750434
1619686470;193764209;495.371959264
1619686470;206212282;495.616534348
1619686470;218751668;495.40168662199994
1619686470;231310844;496.234052655
1619686470;243772268;497.12024322300005
1619686470;256245851;497.12880109900004
1619686470;268790721;496.58132225
1619686470;281314373;496.31332561
1619686470;293756008;496.295759444
1619686470;306230545;496.110864284
1619686470;318749189;495.317909521
1619686470;331298828;495.099908894
1619686470;354056596;494.64679188599996
1619686470;356821537;494.27925363800006
1619686470;368787050;494.29569376800004
1619686470;381325006;495.33457485800005
1619686470;393747568;496.000737934
1619686470;406246662;495.29156027199997
1619686470;418795824;494.056748865
1619686470;431329727;493.652727041
1619686470;443753242;493.520755586
1619686470;456222057;492.623980277
1619686470;468798875;491.76796748199996
1619686470;481300830;490.16066326699996
1619686470;493745565;483.737301797
1619686470;506215095;476.529093026
1619686470;518734455;473.443528357
1619686470;531309127;475.989046016
1619686470;543750047;480.910275062
1619686470;556231737;481.602336972
1619686470;568755626;482.88309066
1619686470;581320762;495.765396347
1619686470;593726396;537.979821614
1619686470;606220960;567.42319358
1619686470;618735313;595.2175979880001
1619686470;631290674;620.512427018
1619686470;643764734;641.6249320219999
1619686470;656234025;657.533347661
1619686470;668881654;670.645625258
1619686470;681344509;678.7676945530001
1619686470;693747520;678.94514711
1619686470;706221342;669.06892642
1619686470;718716859;659.4503118590001
1619686470;731309890;644.937956024
1619686470;743746042;624.405584922
1619686470;756220102;607.499275913
1619686470;768733024;600.787198735
1619686470;781329393;596.636854141
1619686470;803889036;564.028419342
1619686470;816939353;537.484140434
1619686470;819932937;512.499872216
1619686470;831296920;491.939575414
1619686470;843762874;471.389187731
1619686470;856235265;433.36586957300005
1619686470;868715047;386.58401586599996
1619686470;881331920;351.78251277
1619686470;893732309;322.070328035
1619686470;906250000;304.357237833
1619686470;918799161;307.073112621
1619686470;931319236;320.195787661
1619686470;943749189;348.14519031300006
1619686470;956212759;372.013781765
1619686470;968743562;390.719496781
1619686470;981314420;396.73478269599997
1619686470;993738412;397.162000868
1619686471;6247758;390.85619758800004
1619686471;18739223;374.00866767400004
1619686471;31304359;350.900601139
1619686471;43738842;313.714768462
1619686471;56264877;247.43675915400001
1619686471;68743467;148.434028131
1619686471;81306457;82.3449341817
1619686471;93738079;31.1438657254
1619686471;106231212;7.115760290469999
1619686471;118737936;1.4371322403600002
1619686471;131307363;0.57198020975
1619686471;143748760;0.81916650421
1619686471;156224012;0.504081640536
1619686471;168729305;0.42708555061
1619686471;181316375;0.449940297764
1619686471;193749904;0.434851726827
1619686471;206243991;0.531374202671
1619686471;218740940;0.301717277387
1619686471;231302499;0.240919212143
1619686471;243736505;0.259779925814
1619686471;256230592;0.0802703098193
1619686471;268768787;0.133967871093
1619686471;281313896;0.00038964015537599995
1619686471;293738126;0.126645476374
1619686471;306280374;0.20497291079500002
1619686471;318722248;0.403121349711
1619686471;331301927;0.287738160196
1619686471;343741655;0.455931347989
1619686471;356219291;0.307486436863
1619686471;368727445;0.41044374443000003
1619686471;381306886;0.548459790349
1619686471;393734216;0.512957270499
1619686471;406227111;0.694020121737
1619686471;418786287;0.5151761779890001
1619686471;431341886;0.537143362147
1619686471;443738460;0.4650288687
1619686471;456234931;0.40334324046
1619686471;468732833;0.485664708363
1619686471;481328725;0.453046768251
1619686471;493747711;0.632334493496
1619686471;506240844;0.691579323497
1619686471;518724203;0.632112602747
1619686471;541407585;0.466360213195
1619686471;544190168;0.683591256531
1619686471;556237936;0.7024519702009999
1619686471;568732976;0.6258996617729999
1619686471;581322431;0.741948523535
1619686471;593735933;0.538030925143
1619686471;606241941;0.59816331814
1619686471;618725061;0.619908611549
1619686471;631291627;0.51983588372
1619686471;643737077;0.575752352484
1619686471;656247138;0.60304491462
1619686471;668735504;0.583518528702
1619686471;681306600;0.545131429113
1619686471;693735837;0.373609880085
1619686471;706243991;0.619242939301
1619686471;718729019;0.556004075817
1619686471;731307029;0.44239601229599995
1619686471;743744611;0.538030925143
