time;base_link_tx;base_link_ty;base_link_tz;base_link_rz;base_link_ry;base_link_rx;leg_left_1_joint;leg_left_2_joint;leg_left_3_joint;leg_left_4_joint;leg_left_5_joint;leg_left_6_joint;leg_right_1_joint;leg_right_2_joint;leg_right_3_joint;leg_right_4_joint;leg_right_5_joint;leg_right_6_joint;torso_1_joint;torso_2_joint;arm_left_1_joint;arm_left_2_joint;arm_left_3_joint;arm_left_4_joint;arm_left_5_joint;arm_left_6_joint;arm_left_7_joint;arm_right_1_joint;arm_right_2_joint;arm_right_3_joint;arm_right_4_joint;arm_right_5_joint;arm_right_6_joint;arm_right_7_joint;head_1_joint;head_2_joint
0.0;0.0;0.0;0.0;0.0;0.0;0.0;-3.4843445680697714e-29;4.990633176656048e-30;-3.240037444628211e-25;5.463962626134879e-26;-1.5909824099301928e-26;1.988114251630246e-29;-1.2530015619442277e-29;-6.231269336186952e-29;-3.2382635796696556e-25;5.465098015116194e-26;-0.0017616049088475976;2.4891229796811397e-30;6.40901488947904e-07;6.17978529038751e-07;-6.599044313581949e-09;-0.003064173362310554;-1.6646806540816678e-09;-2.7808033529824208e-08;6.502614171030922e-05;-4.570158465818634e-08;4.5701584658185503e-08;5.7039661663176005e-05;-0.0023172396204597487;-3.044533585904465e-07;-0.0025283316316172732;0.0;0.0;0.0;9.157785307365444e-09;0.01864038256392437
0.01981520652770996;-0.0001212071932616119;-7.228972994539204e-05;-2.5456358182195934e-05;0.00011586468911250821;-0.00017686836811396398;8.328343591399482e-05;-3.338014522344548e-29;5.010671086419531e-30;-3.2441179267098095e-25;5.46644399090222e-26;-1.5932936292472145e-26;1.963118750073649e-29;-1.2796728428308604e-29;-6.104363083220296e-29;-3.242377453410473e-25;5.467634561388644e-26;-0.0017561305660973188;4.993451321343936e-33;5.209852993498423e-07;4.981206583455282e-07;-6.523661625107887e-09;-0.0030572005049767244;-1.660886981071868e-09;-2.797316800563508e-08;6.533051240076238e-05;-4.592164186274099e-08;4.592164186274057e-08;5.7041863073009665e-05;-0.0023154465573523818;-3.037594175205275e-07;-0.002530735301399183;0.0;0.0;0.0;9.1125377291613e-09;0.01844329791600174
0.039784908294677734;-0.00042480588814030815;-0.00010303020147538726;-7.514777902748231e-05;0.00026542060888532973;-0.0006081421366904846;0.00010137393261758119;-3.4552520440773244e-29;5.095183004605405e-30;-3.259419091896851e-25;5.474241015119395e-26;-1.6010842692425822e-26;1.9384831809645348e-29;-1.0932873415617666e-29;-5.914149746641348e-29;-3.257780224881897e-25;5.475171527417869e-26;-0.0017352644790194485;2.4712157465258825e-30;2.9215807288660705e-09;-1.96972894995919e-08;-6.214952106765417e-09;-0.0030319745045010406;-1.6471631919006802e-09;-2.8631367889561834e-08;6.653209848829538e-05;-4.6794286874006765e-08;4.679428687400463e-08;5.7028460384200255e-05;-0.002307287377851749;-3.012490927647883e-07;-0.0025366193985168163;0.0;0.0;0.0;8.949770381228129e-09;0.017651406734113907
0.05984091758728027;-0.0008485033212307886;-0.00010458338592648974;-0.00014062974168815482;0.00033564188799666873;-0.0011973744126942175;9.008514533801978e-05;-3.462480720639323e-29;2.7866322065245235e-30;-3.2906159145754373e-25;5.486374267856941e-26;-1.6175225825279854e-26;2.1576584596298816e-29;-8.169446868746669e-30;-5.65484431051072e-29;-3.2891481822285966e-25;5.486976166839977e-26;-0.0016911364228623848;2.4784005744017795e-30;-1.256455083025423e-06;-1.2784897097330415e-06;-5.5050113980032495e-09;-0.002982257473131228;-1.6201177804703676e-09;-3.009578874546108e-08;6.72870330728865e-05;-4.872344696564136e-08;4.872344696564293e-08;5.693615942947345e-05;-0.002286279573775144;-2.9630212411153756e-07;-0.002539843759128741;0.0;0.0;0.0;8.632461710954023e-09;0.016186950624839706
0.0799403190612793;-0.0013114460554308298;-0.0001746130925903976;-0.0002185518705807158;0.0003332240852091968;-0.0018329780727822215;0.00018704081302276963;-3.278809083937349e-29;5.499481972851759e-30;-3.3396917320451366e-25;5.496766325111052e-26;-1.643311678622533e-26;2.160046537506587e-29;-4.458174094990052e-30;-5.134233822425741e-29;-3.3386062094051466e-25;5.496334221556425e-26;-0.0016174775843078282;4.247257285254726e-32;-3.649792929555825e-06;-3.6707342791178674e-06;-4.219282246410639e-09;-0.002905730107328172;-1.5784928469332968e-09;-3.2657588317432044e-08;6.617488210697353e-05;-5.207507888961098e-08;5.207507888960745e-08;5.665544349478866e-05;-0.0022440759864224957;-2.8868860294888054e-07;-0.002533253684880816;0.0;0.0;0.0;8.1527380397077e-09;0.014276726104233608
0.09978818893432617;-0.0016993883201506304;-0.0003019145041264894;-0.00029028181959663544;0.00016070570931155207;-0.0023488127236365865;0.00039254018602570095;-3.2821601289268186e-29;7.898816605357364e-31;-3.405018177414599e-25;5.495275418338336e-26;-1.6782395812168103e-26;2.356618719677844e-29;2.6486177363720124e-30;-4.192395401557718e-29;-3.40448934274384e-25;5.493884119648972e-26;-0.0015108438633156052;2.5292109104874854e-30;-7.54216835839958e-06;-7.561348107974349e-06;-2.2113819765851813e-09;-0.002804437600768959;-1.5234063323628069e-09;-3.6520041764985487e-08;6.364813920443612e-05;-5.709209728913258e-08;5.709209728913231e-08;5.604207390743018e-05;-0.002171742538253323;-2.7861325580151666e-07;-0.002511507174092128;0.0;0.0;0.0;7.534949171817855e-09;0.012143118484260147
0.11980509757995605;-0.001966164608792136;-0.00046819337252047225;-0.0003470043660067651;-8.65970836339504e-05;-0.00269061115088546;0.0006658395823808076;-2.9509121981822586e-29;1.0989137649559138e-30;-3.484505613794988e-25;5.467734137525991e-26;-1.72110095372241e-26;2.567427417991474e-29;1.1919931538657426e-29;-2.839296520456195e-29;-3.484834515331642e-25;5.464439508009796e-26;-0.0013648007325799912;2.5573167485050457e-30;-1.3459723751548057e-05;-1.3476237150816896e-05;7.377787607327999e-10;-0.0026787436485848706;-1.4550638038915908e-09;-4.1993190823058194e-08;6.001853781492542e-05;-6.414752429792315e-08;6.414752429792284e-08;5.488661090410277e-05;-0.0020561300040335935;-2.6611401320120647e-07;-0.002469342967424563;0.0;0.0;0.0;6.799098311649788e-09;0.009900600796591138
0.13983678817749023;-0.0020997592180694623;-0.0005216591485125648;-0.0003727265312318466;-0.0003700641902803297;-0.0028471538052002813;0.0007860642623544786;-2.8843385752936663e-29;-1.008746845788842e-30;-3.571717490935159e-25;5.39478315984146e-26;-1.7695243750701182e-26;2.784512040810577e-29;2.71598968822011e-29;-1.0393822686460316e-29;-3.573168295793823e-25;5.389367214024463e-26;-0.0011759610786664168;1.3265254554121675e-31;-2.185658836594181e-05;-2.186932026185895e-05;4.801517440866565e-09;-0.002532786332694715;-1.375725569338428e-09;-4.926423382482778e-08;5.56006686942445e-05;-7.344591382710803e-08;7.344591382710551e-08;5.294810530789074e-05;-0.0018840448389972537;-2.516046908572934e-07;-0.0024050435537940535;0.0;0.0;0.0;5.994699109912928e-09;0.007696411364142187
0.15982770919799805;-0.0020793991077730236;-0.0004635574821459247;-0.0003643561083019652;-0.000518764401828297;-0.002805971678500902;0.0007279465255340825;-2.4457844727124006e-29;-3.031375179542487e-30;-3.6575963633778693e-25;5.254351576774395e-26;-1.818621254507277e-26;3.225425296881234e-29;4.4248349335359985e-29;1.3137679692606343e-29;-3.660564393428887e-25;5.245447392411281e-26;-0.0009518624432057978;1.7778204751624292e-31;-3.318643186379856e-05;-3.3194047954280196e-05;1.0149394912301157e-08;-0.0023711098590480408;-1.287874399434911e-09;-5.848387898414236e-08;5.065881819696554e-05;-8.51371125804101e-08;8.513711258041076e-08;4.994802169859102e-05;-0.001643984610850808;-2.3553983853180034e-07;-0.0023192599077355514;0.0;0.0;0.0;5.179653043442337e-09;0.005645939488450658
0.17990684509277344;-0.001982863636380847;-0.0005050635500614602;-0.000353493386979523;-0.0006721347531467917;-0.002658510504450656;0.0008119340403057759;-1.9179126660135896e-29;-1.0033548066438892e-29;-3.731005353708195e-25;5.0170676736011234e-26;-1.8636325110685575e-26;3.709863501574953e-29;6.684050304540013e-29;4.543951099302112e-29;-3.73589834743597e-25;5.004560629556532e-26;-0.0007095124744094345;2.2866023452220455e-31;-4.8018042103661364e-05;-4.8018926236948664e-05;1.7001536929733763e-08;-0.002196970009941759;-1.1932949749187672e-09;-6.985519052962252e-08;4.536472194295783e-05;-9.942759121039918e-08;9.942759121039537e-08;4.5533366206435516e-05;-0.0013229460711674473;-2.1824640880717897e-07;-0.002213283288037746;0.0;0.0;0.0;4.412660812871292e-09;0.003855484563812512
