time;force_x;force_y;force_z;torque_x;torque_y;torque_z
0.0;2.9;-9.5;184.6;-1.86;-19.37;0.36
0.020016908645629883;3.1;-9.5;184.6;-1.86;-19.35;0.36
0.04004859924316406;3.4;-9.5;184.9;-1.89;-19.35;0.37
0.060039520263671875;3.6;-9.5;185.5;-1.91;-19.39;0.38
0.08011865615844727;4.0;-9.5;186.7;-1.92;-19.49;0.4
0.10005736351013184;4.2;-9.0;186.8;-1.94;-19.47;0.42
0.1200261116027832;4.3;-9.5;188.0;-1.92;-19.55;0.4
0.14009571075439453;4.4;-9.4;187.7;-1.91;-19.55;0.4
0.16019439697265625;4.3;-9.5;187.7;-1.91;-19.56;0.4
0.18006396293640137;4.3;-9.1;186.7;-1.91;-19.49;0.42
0.2001514434814453;3.9;-9.0;186.1;-1.91;-19.47;0.41
0.22015047073364258;3.7;-9.2;185.5;-1.89;-19.41;0.39
0.2399911880493164;3.4;-9.3;185.0;-1.87;-19.38;0.37
0.2600443363189697;3.4;-9.5;184.8;-1.85;-19.38;0.36
0.2801523208618164;3.1;-9.3;185.0;-1.84;-19.42;0.37
0.2999989986419678;2.9;-9.5;185.4;-1.85;-19.45;0.36
0.3200545310974121;2.8;-9.3;185.2;-1.87;-19.41;0.37
0.34018492698669434;3.2;-9.4;185.1;-1.88;-19.4;0.38
0.3601691722869873;3.3;-9.6;185.5;-1.89;-19.44;0.38
0.3799874782562256;3.4;-9.6;186.3;-1.89;-19.47;0.38
0.4002225399017334;3.5;-9.4;184.9;-1.89;-19.34;0.38
0.4201686382293701;3.7;-9.4;186.7;-1.92;-19.45;0.39
0.44004201889038086;3.8;-9.2;186.3;-1.91;-19.44;0.4
0.46016597747802734;3.7;-9.2;187.0;-1.92;-19.48;0.4
0.4800527095794678;4.1;-9.2;187.3;-1.92;-19.51;0.41
0.5000307559967041;4.3;-9.3;187.1;-1.91;-19.52;0.41
0.5200486183166504;4.3;-9.3;187.1;-1.9;-19.51;0.4
