secs;nsecs;force_z
1619687774;273647546;531.882560256
1619687774;287049531;531.724014345
1619687774;300458192;531.654875716
1619687774;313942193;531.512769935
1619687774;327372074;531.340035967
1619687774;330626964;531.577629626
1619687774;344420433;532.035701193
1619687774;357834815;532.205957881
1619687774;371387481;532.36720628
1619687774;374680519;532.301896174
1619687774;394030570;532.577099446
1619687774;407128334;532.7836145030001
1619687774;410403728;532.666731935
1619687774;431612968;532.870319299
1619687774;445076704;533.083140159
1619687774;458493232;533.01895609
1619687774;472001791;532.329821874
1619687774;485532760;531.8399960840001
1619687774;488803863;532.116100185
1619687774;506557226;532.548047709
1619687774;509814739;532.3829707880001
1619687774;521467685;532.198075627
1619687774;533953428;532.096056739
1619687774;546476125;532.299418894
1619687774;558949232;532.372611254
1619687774;571573734;532.333875605
1619687774;583995103;532.28500563
1619687774;596437454;532.291311433
1619687774;608991146;533.1173716630001
1619687774;621553421;533.131109306
1619687774;633984088;532.611556157
1619687774;646458625;531.97759772
1619687774;658951997;531.9246740140001
1619687774;671530961;531.9710667090001
1619687774;683933019;531.867246162
1619687774;696483135;531.59947473
1619687774;708942174;532.1224059880001
1619687774;721550703;535.3079626809999
1619687774;733942747;546.571478583
1619687774;746443748;564.397308834
1619687774;758964776;592.72950818
1619687774;771529436;608.085715618
1619687774;794115304;631.607487889
1619687774;807524919;638.954199125
1619687774;820947647;644.399710672
1619687774;834410190;650.257126298
1619687774;847785472;656.635221109
1619687774;851041316;659.606155283
1619687774;869028568;655.921989716
1619687774;872392177;646.624082779
1619687774;883863925;636.344272189
1619687774;896581411;622.904578534
1619687774;908948183;604.4179901809999
1619687774;921570301;585.6746655530001
1619687774;933950901;567.663714933
1619687774;946452140;552.4421814369999
1619687774;958961009;535.691490645
1619687774;971546888;516.79412425
1619687774;983964681;497.914098815
1619687774;996549606;463.924918305
1619687775;8993864;436.09245387
1619687775;21517753;399.8183205
1619687775;33980846;361.979897503
1619687775;46455860;328.225608165
1619687775;58960437;289.325887133
1619687775;71676969;251.849358477
1619687775;83991050;234.55860878099998
1619687775;96490383;224.530643277
1619687775;108976125;209.43771519700002
1619687775;121609926;188.346143205
1619687775;133952140;160.227406863
1619687775;156596422;77.7835260531
1619687775;170010089;42.0566746552
1619687775;183582067;16.0621734021
1619687775;197003841;3.9043354792300002
1619687775;200252056;1.0117676744
1619687775;219013214;0.347426771695
1619687775;252995014;0.320356100309
1619687775;266402482;0.376494459823
1619687775;269620656;0.506300548027
1619687775;282773733;0.7273037340970001
1619687775;296214342;0.593947393908
1619687775;309592008;0.7486052460070001
1619687775;323004961;0.559110546304
1619687775;336454868;0.599050881136
1619687775;349839210;0.797643101551
1619687775;363558769;0.797643101551
1619687775;377007007;0.666949450351
1619687775;390403270;0.798308773798
1619687775;393762350;0.547128445855
1619687775;406844377;0.635662854732
1619687775;420254707;0.479007985891
1619687775;433645725;0.539806051136
1619687775;447049617;0.509628909263
1619687775;450316190;0.486774162109
1619687775;463529825;0.5895095789270001
1619687775;477014541;0.42797311360600004
1619687775;490538358;0.576418024732
1619687775;504032373;0.606595166605
1619687775;517309665;0.486330380611
1619687775;530690908;0.5702050837579999
1619687775;544207811;0.618577267054
1619687775;557617425;0.484999036116
1619687775;571012973;0.502972186791
1619687775;574333667;0.431301474842
