time;force_x;force_y;force_z;torque_x;torque_y;torque_z
0.0;9.2;-16.8;-61.0;-0.09;-0.44;-0.28
0.01981520652770996;9.3;-16.7;-61.0;-0.09;-0.45;-0.28
0.039784908294677734;9.3;-16.9;-61.4;-0.09;-0.44;-0.28
0.05984091758728027;9.4;-16.9;-61.4;-0.09;-0.44;-0.28
0.0799403190612793;9.4;-16.9;-61.0;-0.09;-0.44;-0.28
0.09978818893432617;9.4;-16.9;-61.0;-0.1;-0.44;-0.28
0.11980509757995605;9.4;-16.9;-61.0;-0.09;-0.44;-0.28
0.13983678817749023;9.4;-16.9;-61.4;-0.09;-0.44;-0.28
0.15982770919799805;9.4;-16.9;-61.2;-0.09;-0.45;-0.28
0.17990684509277344;9.3;-16.9;-61.4;-0.09;-0.44;-0.28
0.199845552444458;9.3;-16.7;-61.0;-0.09;-0.45;-0.28
0.21981430053710938;9.2;-16.9;-60.8;-0.09;-0.44;-0.28
0.2398838996887207;9.4;-16.9;-61.0;-0.09;-0.44;-0.28
0.2599825859069824;9.3;-16.9;-61.2;-0.09;-0.44;-0.28
0.27985215187072754;9.3;-16.9;-61.0;-0.09;-0.45;-0.28
0.2999396324157715;9.3;-16.9;-61.2;-0.09;-0.45;-0.28
0.31993865966796875;9.3;-16.9;-61.2;-0.09;-0.45;-0.28
0.3397793769836426;9.4;-16.8;-61.0;-0.09;-0.44;-0.28
0.3598325252532959;9.4;-16.8;-61.0;-0.09;-0.44;-0.28
0.3799405097961426;9.2;-16.8;-61.0;-0.09;-0.44;-0.28
0.39978718757629395;9.2;-16.8;-61.0;-0.09;-0.44;-0.28
0.4198427200317383;9.3;-16.9;-61.2;-0.09;-0.44;-0.28
0.4399731159210205;9.3;-17.0;-61.4;-0.09;-0.44;-0.28
0.4599573612213135;9.3;-16.9;-61.4;-0.09;-0.44;-0.28
0.47977566719055176;9.4;-16.8;-61.0;-0.09;-0.44;-0.28
0.5000107288360596;9.4;-16.8;-60.9;-0.09;-0.44;-0.28
0.5199568271636963;9.2;-16.8;-61.2;-0.1;-0.44;-0.28
0.539830207824707;9.2;-16.9;-60.8;-0.09;-0.44;-0.28
0.5599541664123535;9.3;-16.9;-61.4;-0.09;-0.44;-0.28
0.579840898513794;9.3;-16.9;-61.0;-0.09;-0.45;-0.28
0.5998189449310303;9.3;-16.9;-61.2;-0.1;-0.44;-0.28
0.6198368072509766;9.4;-16.8;-61.0;-0.09;-0.44;-0.28
0.6398978233337402;9.4;-16.8;-61.2;-0.09;-0.45;-0.28
