time;force_x;force_y;force_z;torque_x;torque_y;torque_z
0.0;7.3;-16.5;128.9;-2.24;-6.37;0.31
0.019909381866455078;7.1;-16.5;129.5;-2.23;-6.43;0.29
0.03988528251647949;7.3;-16.6;131.0;-2.21;-6.5;0.25
0.05987834930419922;7.1;-16.9;130.7;-2.19;-6.53;0.21
0.07995843887329102;7.2;-16.7;130.7;-2.21;-6.49;0.24
0.1000359058380127;7.3;-16.8;130.3;-2.22;-6.45;0.26
0.11989283561706543;7.4;-16.5;129.4;-2.26;-6.38;0.32
0.14000773429870605;7.4;-16.7;129.6;-2.27;-6.37;0.33
0.15985321998596191;7.4;-16.5;129.6;-2.25;-6.4;0.31
0.17983007431030273;7.4;-16.7;130.8;-2.24;-6.47;0.28
0.19983696937561035;7.4;-16.7;131.1;-2.21;-6.51;0.24
0.2198803424835205;7.2;-16.7;131.4;-2.22;-6.51;0.26
0.2400205135345459;7.3;-16.9;130.1;-2.21;-6.46;0.25
0.25985121726989746;7.1;-16.7;129.1;-2.22;-6.42;0.29
0.280057430267334;7.4;-16.5;128.3;-2.23;-6.37;0.32
0.29990196228027344;7.1;-16.5;129.3;-2.23;-6.41;0.31
0.31998658180236816;7.1;-16.5;129.7;-2.22;-6.43;0.29
0.34004831314086914;7.0;-16.8;130.7;-2.2;-6.5;0.23
0.35985493659973145;7.1;-16.8;130.7;-2.19;-6.52;0.22
0.379957914352417;7.0;-16.9;130.7;-2.19;-6.51;0.23
0.39983129501342773;7.1;-16.7;129.3;-2.2;-6.44;0.26
0.41983771324157715;7.1;-16.7;128.9;-2.22;-6.39;0.3
0.4398787021636963;7.4;-16.6;128.9;-2.25;-6.37;0.3
0.4599874019622803;7.2;-16.5;130.2;-2.26;-6.42;0.31
0.4801914691925049;7.4;-16.5;131.2;-2.25;-6.48;0.27
0.49999308586120605;7.3;-16.9;131.8;-2.21;-6.53;0.24
0.5198299884796143;7.3;-17.1;131.3;-2.2;-6.53;0.24
0.5398797988891602;7.3;-16.9;130.7;-2.2;-6.49;0.25
0.5601460933685303;7.4;-16.5;130.0;-2.26;-6.39;0.32
0.5798382759094238;7.4;-16.4;129.6;-2.27;-6.36;0.34
0.5999763011932373;7.4;-16.4;129.6;-2.25;-6.41;0.32
0.6198365688323975;7.2;-16.5;130.2;-2.23;-6.44;0.3
0.6398475170135498;7.3;-16.6;130.7;-2.2;-6.51;0.24
0.660088300704956;7.0;-16.6;131.3;-2.19;-6.53;0.24
0.6799561977386475;7.0;-16.8;129.9;-2.19;-6.51;0.23
0.6998333930969238;7.1;-16.6;128.9;-2.22;-6.39;0.29
0.7198126316070557;7.2;-16.4;128.5;-2.24;-6.35;0.33
0.7398333549499512;7.1;-16.5;128.9;-2.24;-6.38;0.31
0.7598543167114258;6.9;-16.5;130.0;-2.24;-6.44;0.29
0.77996826171875;7.1;-16.8;131.1;-2.21;-6.51;0.23
0.7998776435852051;7.1;-17.1;131.1;-2.17;-6.54;0.2
0.8199999332427979;7.0;-16.9;130.7;-2.19;-6.52;0.23
0.8398549556732178;7.3;-16.8;129.7;-2.2;-6.46;0.26
0.8600063323974609;7.2;-16.5;129.6;-2.26;-6.42;0.33
0.8798410892486572;7.4;-16.7;129.1;-2.24;-6.39;0.29
0.899897575378418;7.4;-16.4;130.2;-2.25;-6.43;0.31
0.920020341873169;7.5;-16.6;131.4;-2.23;-6.5;0.27
0.9398901462554932;7.3;-16.9;131.8;-2.2;-6.55;0.24
0.9600386619567871;7.3;-17.0;131.2;-2.2;-6.53;0.24
0.9798910617828369;7.3;-16.8;130.8;-2.22;-6.47;0.26
0.9999725818634033;7.1;-16.7;129.3;-2.24;-6.39;0.31
1.020129680633545;7.3;-16.6;130.2;-2.27;-6.37;0.34
1.0398571491241455;7.3;-16.6;129.4;-2.24;-6.4;0.32
1.0598437786102295;7.1;-16.6;130.8;-2.23;-6.46;0.29
1.0798377990722656;7.2;-16.8;130.5;-2.2;-6.5;0.23
1.100005865097046;6.8;-16.5;131.1;-2.2;-6.51;0.24
1.1198430061340332;7.1;-17.0;130.3;-2.2;-6.48;0.24
1.1399414539337158;6.9;-16.6;128.8;-2.2;-6.42;0.27
1.159848928451538;7.1;-16.5;128.7;-2.22;-6.38;0.3
1.1799664497375488;7.1;-16.4;129.1;-2.24;-6.4;0.3
1.1998820304870605;7.0;-16.5;130.4;-2.23;-6.45;0.29
1.2199618816375732;6.9;-16.8;131.6;-2.2;-6.53;0.23
1.2399044036865234;7.1;-16.9;131.1;-2.18;-6.56;0.21
1.259852409362793;7.1;-16.8;131.4;-2.21;-6.52;0.24
1.2799479961395264;7.3;-16.9;130.1;-2.21;-6.46;0.26
1.3000521659851074;7.3;-16.5;130.4;-2.25;-6.42;0.32
1.319852590560913;7.4;-16.6;129.8;-2.25;-6.4;0.31
1.339867353439331;7.3;-16.5;129.8;-2.25;-6.41;0.32
1.3599519729614258;7.4;-16.5;130.8;-2.25;-6.45;0.28
1.3800256252288818;7.2;-17.0;132.0;-2.21;-6.53;0.24
1.3998303413391113;7.2;-16.7;131.3;-2.2;-6.54;0.23
1.4198875427246094;7.1;-16.8;131.0;-2.2;-6.5;0.24
1.4399480819702148;7.1;-16.7;129.5;-2.22;-6.42;0.29
1.459883451461792;7.4;-16.5;128.5;-2.24;-6.35;0.32
1.4799447059631348;7.1;-16.4;129.4;-2.25;-6.4;0.32
1.499880075454712;7.0;-16.5;130.1;-2.22;-6.46;0.29
1.520012617111206;7.0;-16.9;131.1;-2.18;-6.54;0.22
1.5400187969207764;7.0;-16.9;131.3;-2.18;-6.55;0.22
1.5598580837249756;7.0;-16.7;131.1;-2.19;-6.53;0.23
1.5798776149749756;7.2;-16.6;129.9;-2.2;-6.45;0.26
1.6002070903778076;7.1;-16.6;129.8;-2.24;-6.41;0.31
1.6198136806488037;7.5;-16.7;129.1;-2.24;-6.38;0.3
1.640026569366455;7.2;-16.3;130.2;-2.24;-6.43;0.3
1.6598186492919922;7.2;-16.6;131.8;-2.23;-6.5;0.27
1.6801602840423584;7.2;-16.9;131.8;-2.21;-6.53;0.23
1.700084924697876;7.2;-16.5;131.0;-2.24;-6.48;0.25
1.7200291156768799;7.2;-16.7;130.5;-2.2;-6.48;0.24
1.7398297786712646;7.1;-16.8;129.5;-2.21;-6.43;0.3
1.7600252628326416;7.3;-16.3;129.2;-2.25;-6.37;0.33
1.7799487113952637;7.4;-16.3;129.6;-2.26;-6.38;0.32
1.8000593185424805;7.0;-16.6;130.6;-2.23;-6.46;0.29
1.8198082447052002;7.1;-16.8;130.5;-2.18;-6.52;0.23
1.8398585319519043;7.0;-16.6;131.4;-2.19;-6.53;0.25
1.8600106239318848;7.0;-16.8;130.9;-2.19;-6.51;0.24
1.879878044128418;6.9;-16.7;129.7;-2.19;-6.46;0.27
1.8999385833740234;7.0;-16.7;129.1;-2.22;-6.41;0.29
1.92000150680542;7.2;-16.5;129.6;-2.25;-6.4;0.31
1.9399068355560303;7.1;-16.4;130.0;-2.24;-6.43;0.3
1.9599823951721191;7.1;-16.5;131.6;-2.23;-6.51;0.26
1.980013370513916;7.1;-16.9;131.8;-2.2;-6.55;0.23
2.00003981590271;7.0;-16.8;131.3;-2.2;-6.53;0.23
2.019871234893799;7.2;-16.7;130.7;-2.21;-6.48;0.25
2.039959192276001;7.3;-16.4;130.0;-2.25;-6.41;0.32
2.0598723888397217;7.4;-16.5;129.8;-2.27;-6.38;0.33
2.0798873901367188;7.3;-16.5;129.8;-2.25;-6.41;0.32
2.100104570388794;7.1;-16.6;131.0;-2.24;-6.48;0.29
2.1200082302093506;7.3;-16.7;131.3;-2.2;-6.52;0.24
2.1398580074310303;6.8;-16.7;131.8;-2.2;-6.54;0.25
2.1600148677825928;7.2;-16.8;130.9;-2.2;-6.49;0.24
2.1798598766326904;7.1;-16.7;129.5;-2.21;-6.43;0.29
2.1998093128204346;7.1;-16.4;128.9;-2.24;-6.37;0.32
2.219970464706421;7.0;-16.4;129.5;-2.24;-6.41;0.31
2.240018606185913;7.0;-16.5;129.9;-2.22;-6.46;0.28
2.2599740028381348;6.9;-16.8;131.6;-2.2;-6.53;0.24
2.2798874378204346;7.1;-16.9;131.3;-2.18;-6.55;0.21
2.2999231815338135;7.0;-16.7;131.1;-2.2;-6.53;0.23
2.320010185241699;6.9;-16.6;129.9;-2.2;-6.48;0.25
2.3398361206054688;7.1;-16.4;130.2;-2.25;-6.43;0.32
2.3600471019744873;7.3;-16.5;129.6;-2.26;-6.39;0.31
2.3799922466278076;7.3;-16.4;129.8;-2.25;-6.41;0.31
2.3998939990997314;7.3;-16.7;131.4;-2.24;-6.49;0.28
2.4198479652404785;7.2;-16.8;131.8;-2.21;-6.55;0.25
2.4402246475219727;7.0;-16.7;131.6;-2.2;-6.55;0.25
2.459911584854126;7.1;-16.7;130.9;-2.2;-6.5;0.24
2.480004072189331;7.0;-16.6;129.3;-2.22;-6.42;0.29
2.5000076293945312;7.0;-16.3;129.2;-2.25;-6.37;0.34
2.519859790802002;7.1;-16.4;129.5;-2.24;-6.42;0.32
2.5398731231689453;7.0;-16.5;130.6;-2.22;-6.48;0.28
2.5600035190582275;7.0;-16.9;130.7;-2.18;-6.52;0.22
2.57987117767334;6.8;-16.7;131.1;-2.18;-6.54;0.23
2.60010027885437;6.9;-16.8;131.1;-2.19;-6.52;0.23
2.620156764984131;6.8;-16.7;129.7;-2.2;-6.46;0.26
2.639871120452881;7.0;-16.6;129.3;-2.23;-6.41;0.3
2.659863233566284;7.0;-16.5;129.3;-2.23;-6.42;0.29
2.6798601150512695;6.9;-16.5;130.4;-2.23;-6.47;0.29
2.7001144886016846;7.0;-16.5;131.8;-2.22;-6.53;0.25
2.7198586463928223;7.2;-17.1;131.6;-2.2;-6.55;0.21
2.740009307861328;7.1;-16.8;131.4;-2.21;-6.53;0.23
2.759948968887329;7.3;-16.9;130.7;-2.21;-6.5;0.26
2.779836416244507;7.3;-16.4;130.2;-2.24;-6.44;0.32
2.7998738288879395;7.4;-16.6;130.2;-2.26;-6.41;0.32
2.8198602199554443;7.3;-16.3;130.4;-2.25;-6.43;0.31
2.839933156967163;7.4;-16.6;131.6;-2.25;-6.49;0.29
2.86008358001709;7.3;-16.8;131.3;-2.19;-6.53;0.24
2.879955768585205;6.9;-16.7;132.0;-2.2;-6.56;0.25
2.8999507427215576;7.0;-16.8;130.9;-2.2;-6.51;0.23
2.920166492462158;6.9;-16.6;129.7;-2.2;-6.45;0.27
2.939985990524292;7.0;-16.6;129.1;-2.22;-6.4;0.3
2.959861993789673;7.1;-16.6;129.5;-2.23;-6.42;0.3
2.9798872470855713;7.1;-16.4;130.1;-2.22;-6.45;0.29
2.9999146461486816;7.0;-16.6;131.8;-2.2;-6.54;0.23
3.0199899673461914;7.1;-17.0;131.5;-2.18;-6.57;0.21
3.0398871898651123;7.0;-16.8;131.5;-2.19;-6.55;0.23
3.0599892139434814;7.2;-16.7;131.0;-2.23;-6.49;0.26
3.0798873901367188;7.3;-16.5;130.4;-2.25;-6.44;0.32
3.099890947341919;7.5;-16.8;129.8;-2.25;-6.42;0.31
3.119882822036743;7.1;-16.6;130.6;-2.23;-6.47;0.3
3.140004873275757;7.3;-16.7;132.0;-2.23;-6.53;0.26
3.160083770751953;7.2;-16.9;132.6;-2.21;-6.56;0.23
3.1797935962677;7.2;-16.9;132.0;-2.22;-6.54;0.25
3.1998825073242188;7.2;-16.8;130.9;-2.21;-6.5;0.25
3.219989776611328;7.1;-16.6;129.5;-2.22;-6.43;0.3
3.2400717735290527;7.1;-16.4;129.6;-2.24;-6.4;0.33
3.259842872619629;7.0;-16.5;130.2;-2.25;-6.43;0.31
3.2799460887908936;7.0;-16.4;130.6;-2.24;-6.46;0.29
3.300027847290039;7.1;-16.8;131.2;-2.21;-6.52;0.23
3.3198599815368652;6.7;-16.6;131.6;-2.2;-6.54;0.25
3.3398971557617188;6.9;-16.8;131.2;-2.2;-6.52;0.23
3.360015392303467;6.8;-16.7;129.7;-2.2;-6.46;0.27
3.379951000213623;6.9;-16.6;129.7;-2.23;-6.42;0.29
3.399844169616699;7.1;-16.6;130.2;-2.23;-6.44;0.29
3.420008659362793;7.1;-16.4;130.2;-2.24;-6.45;0.3
3.4398727416992188;7.2;-16.5;132.0;-2.23;-6.52;0.26
3.459972620010376;7.3;-17.0;131.9;-2.18;-6.57;0.21
3.4800095558166504;7.0;-16.8;132.0;-2.2;-6.57;0.22
3.500070571899414;7.1;-16.7;131.0;-2.22;-6.51;0.25
3.519991159439087;7.4;-16.5;130.4;-2.24;-6.44;0.32
3.539865493774414;7.4;-16.6;130.4;-2.26;-6.41;0.33
3.559997081756592;7.1;-16.4;130.4;-2.25;-6.43;0.32
3.579881191253662;7.1;-16.5;131.6;-2.25;-6.49;0.29
3.600003957748413;7.2;-16.7;131.8;-2.21;-6.53;0.24
3.619877815246582;6.9;-16.6;131.6;-2.2;-6.57;0.25
