0.000000000000000000e+00,-1.550734996133004806e+01,3.504132084191728325e+01,5.878930928800842821e+02,5.912270251658115150e+00,-2.208718838259362371e+01,4.645797877229910000e+01
2.013278007507320055e-02,-1.517865779369384782e+01,3.505542478178067256e+01,5.871887912021134071e+02,5.934262674145728056e+00,-2.211772954639241462e+01,4.648404294887306065e+01
4.002714157104490106e-02,-1.532476985711508988e+01,3.516727406437325953e+01,5.860032280296926501e+02,5.988544823528872740e+00,-2.175386347316062796e+01,4.663461608684895765e+01
6.039476394653320312e-02,-1.500169115006505116e+01,3.539061816421001794e+01,5.862299985808282372e+02,6.057219595375730847e+00,-2.196355133527832848e+01,4.670255634737273454e+01
8.011293411254880037e-02,-1.517645921833698885e+01,3.521099534792031704e+01,5.863237188974551373e+02,6.000770360217028809e+00,-2.186905820323969607e+01,4.661688839753614388e+01
1.000223159790039062e-01,-1.515409871948032006e+01,3.543205452641532816e+01,5.869337238344270418e+02,5.998368661962264703e+00,-2.196598803919296117e+01,4.674021067717438882e+01
1.199982166290283064e-01,-1.543631628706294379e+01,3.496645899715225170e+01,5.878358114151280915e+02,5.877185274548236471e+00,-2.193851715546144021e+01,4.640932698365369902e+01
1.399912834167479914e-01,-1.530289406901769667e+01,3.538623550731880130e+01,5.876453830643390575e+02,5.922612915140400780e+00,-2.199302538842378851e+01,4.668947375824558321e+01
1.600713729858397882e-01,-1.548747383610985828e+01,3.519196657674146422e+01,5.880336598604604887e+02,5.928880647409341620e+00,-2.188523019628433985e+01,4.656600851164481725e+01
1.801488399505614957e-01,-1.543086935523985659e+01,3.521166310105049035e+01,5.864314126495560231e+02,5.965173412610048409e+00,-2.157535317343110393e+01,4.659954436003701517e+01
2.000057697296142023e-01,-1.552551052184384162e+01,3.541136141816883054e+01,5.863458176394015027e+02,6.042709238929653282e+00,-2.147901685310343112e+01,4.671202303453864602e+01
2.201206684112547995e-01,-1.523265302545695654e+01,3.541506608620535701e+01,5.858614217595721811e+02,6.033088095719213229e+00,-2.160646373183544711e+01,4.674580889229167724e+01
2.399661540985106867e-01,-1.539262100912009146e+01,3.570337719131505594e+01,5.869500903853643194e+02,6.086210778972236390e+00,-2.174726506038301110e+01,4.680518578654282180e+01
2.599430084228515070e-01,-1.517126928772819205e+01,3.538577603956118622e+01,5.881624139272596494e+02,5.999153917546228953e+00,-2.214687568246041849e+01,4.661740509536352306e+01
2.799499034881591797e-01,-1.563837279884103992e+01,3.525772889922534858e+01,5.889405063823776345e+02,5.934069617550842501e+00,-2.206541734691123935e+01,4.650779911956279022e+01
2.999932765960692804e-01,-1.526372044095503533e+01,3.522839483643060277e+01,5.879410455703684875e+02,5.960303691743584764e+00,-2.216690068400481550e+01,4.660114615329613486e+01
3.201334476470947266e-01,-1.539860014567118185e+01,3.509967417662426215e+01,5.875325030003388065e+02,5.969966232294923181e+00,-2.204765458356260055e+01,4.657447593955260601e+01
3.399641513824462891e-01,-1.520840964547216423e+01,3.546995379048972552e+01,5.863517571013313727e+02,6.095847624936935105e+00,-2.196379900873947832e+01,4.687940526352212345e+01
3.601703643798828125e-01,-1.523719405195946486e+01,3.536389008194889527e+01,5.865497756570752017e+02,6.075422495827893954e+00,-2.196541111721291983e+01,4.683523707733675678e+01
3.800148963928222101e-01,-1.514341938051861192e+01,3.547230715403539136e+01,5.861601227202231712e+02,6.076879992243857664e+00,-2.199268992453777827e+01,4.689076920304003693e+01
4.000995159149169922e-01,-1.528360569047448081e+01,3.529206465780436730e+01,5.877724499153656552e+02,6.009215243690462671e+00,-2.220057242224055472e+01,4.666171672551495675e+01
4.201612472534179132e-01,-1.518945308707747444e+01,3.523587525201344306e+01,5.879653067916885902e+02,5.971266319939274148e+00,-2.234906613864006886e+01,4.658081997387520801e+01
4.399678707122802734e-01,-1.558654786400058079e+01,3.536063876283547103e+01,5.879585494018763256e+02,5.962970994999682972e+00,-2.209154511917419939e+01,4.667510850775190079e+01
4.600708484649658203e-01,-1.535716470620545238e+01,3.518320040215090216e+01,5.868619729255889297e+02,5.934477536151243626e+00,-2.203700949212554860e+01,4.667907350354862217e+01
4.799442291259765070e-01,-1.563482899867328157e+01,3.519413245260399492e+01,5.858758908623655088e+02,5.978361859944861578e+00,-2.164788702923773656e+01,4.672435396989735068e+01
4.999506473541259766e-01,-1.543956137459744937e+01,3.570269631619068917e+01,5.852739191289231258e+02,6.083093031127275729e+00,-2.164874054799746261e+01,4.703775147311338856e+01
5.199916362762451172e-01,-1.557893236502878764e+01,3.579614026124350801e+01,5.857747703136398059e+02,6.091311097806208608e+00,-2.166802829382182694e+01,4.706931559859587821e+01
5.401003360748291016e-01,-1.571993502849750968e+01,3.567977817075134794e+01,5.863717840358950752e+02,6.080583925577712989e+00,-2.174005171161406480e+01,4.695710379423248071e+01
5.603044033050537109e-01,-1.587820322311234200e+01,3.517855458406533842e+01,5.876660258287002989e+02,5.923230279121334263e+00,-2.194642548166824980e+01,4.673059336148217113e+01
5.801060199737548828e-01,-1.590283538745383751e+01,3.515211801779410195e+01,5.874641383816378948e+02,5.899113196260042713e+00,-2.194511410343255164e+01,4.669999615230378254e+01
5.999429225921630859e-01,-1.592186548492560227e+01,3.502640977319961735e+01,5.874585149966328572e+02,5.901841792918496310e+00,-2.191935884640267673e+01,4.662414628949876771e+01
6.199927330017089844e-01,-1.582769103140082478e+01,3.510193187650987312e+01,5.870544817550866128e+02,5.967799427351292429e+00,-2.189474304479246314e+01,4.675053128845291894e+01
6.402590274810791016e-01,-1.580842795529562039e+01,3.527698458792087166e+01,5.864435158019717846e+02,6.019705186595467161e+00,-2.175111289270047976e+01,4.685536360018725333e+01
6.599512100219726562e-01,-1.549560070207745532e+01,3.517502683525266605e+01,5.859716735052643344e+02,6.040457567724542010e+00,-2.183747944764460414e+01,4.685213870481112508e+01
6.800892353057861328e-01,-1.541261410817405064e+01,3.537027584898614663e+01,5.871880636569234184e+02,6.078458397811700387e+00,-2.207195943236915525e+01,4.684274333373046062e+01
6.999495029449462891e-01,-1.562640377632807542e+01,3.517276686706138378e+01,5.881785222894552589e+02,5.977592033499831814e+00,-2.219571139721514896e+01,4.668440647289507694e+01
7.199604511260986328e-01,-1.562289228759047965e+01,3.498504741262901518e+01,5.885786300259710515e+02,5.897289616446666827e+00,-2.229295923565773307e+01,4.657307614565824849e+01
7.402012348175048828e-01,-1.549830327781043238e+01,3.507674238872969852e+01,5.881679052957650811e+02,5.950174732141573664e+00,-2.227220554258988727e+01,4.666693350001663987e+01
7.600691318511962891e-01,-1.525795976475085070e+01,3.496869981098046765e+01,5.870755764306043147e+02,5.973943660889266205e+00,-2.218524851018267441e+01,4.669290832918540701e+01
7.799463272094726562e-01,-1.530968038201709369e+01,3.544768504969378853e+01,5.855995558125996467e+02,6.083351937306550994e+00,-2.184475165923649342e+01,4.703860999031668655e+01
