0.000000000000000000e+00,3.747208177491623965e-03,2.609976478014155998e-03,-7.213466506507027268e-03
2.010846138000479955e-02,3.725773854166860438e-03,2.417046533682513498e-03,-7.115841004109261028e-03
4.016089439392089844e-02,3.676691421149569372e-03,2.363890262745836808e-03,-7.060540745301180712e-03
6.038713455200189761e-02,3.587895160174481984e-03,2.345352429725843218e-03,-7.054731619750609188e-03
8.021521568298339844e-02,3.424322824662344097e-03,2.396176286263063896e-03,-7.090482137507850974e-03
1.001954078674315990e-01,3.194248188606835237e-03,2.526214958553350560e-03,-7.180532663456602911e-03
1.200392246246337058e-01,2.862933564496411218e-03,2.786746317177101525e-03,-7.255481998635151392e-03
1.401586532592772882e-01,2.501302812939455722e-03,4.410687921990810029e-03,-7.343008993658929270e-03
1.600689888000488004e-01,2.153475444758695331e-03,3.390419873589995900e-03,-7.425036465891520984e-03
1.800987720489501953e-01,1.886747828982019565e-03,3.810253536896435721e-03,-7.523346066780674940e-03
2.000279426574707031e-01,1.738930592685296317e-03,4.022226662502710950e-03,-7.631267270813651624e-03
2.199957370758056086e-01,1.744313799792591470e-03,4.317290229810409954e-03,-7.716977232058067071e-03
2.400295734405517023e-01,1.925705739453525966e-03,4.530857967448901485e-03,-7.801832922960048530e-03
2.600092887878417969e-01,2.290674763052639659e-03,4.681255015728058230e-03,-7.855817160017600914e-03
2.801389694213867188e-01,2.841238368847384330e-03,4.770804208562476334e-03,-7.909147580933258148e-03
3.000082969665526789e-01,3.553276811516237199e-03,4.642844592524664887e-03,-8.101279211794326293e-03
3.199930191040039062e-01,4.407016326729438355e-03,4.570418420981055274e-03,-8.139501011145008902e-03
3.400273323059082031e-01,5.321469401812144867e-03,4.287223549977852918e-03,-8.409685742842384903e-03
3.601694107055664062e-01,6.390447124325179112e-03,4.763210153047604464e-03,-8.997927876270159914e-03
3.802237510681151789e-01,7.301333566230552158e-03,3.309013149041235488e-03,-8.962023551779546918e-03
4.000968933105468750e-01,8.091123921188873858e-03,3.287694504339664509e-03,-8.944603746326060603e-03
4.200477600097656250e-01,8.711121542680555496e-03,3.328456526050132744e-03,-8.880652050066696612e-03
4.400992393493651789e-01,9.132430277091124760e-03,3.399956193470709924e-03,-8.757819385738128959e-03
4.602375030517578125e-01,9.297406833816329597e-03,3.514833936449803312e-03,-8.696617405979441273e-03
4.799950122833251953e-01,9.235448210195867924e-03,3.074651652561970899e-03,-8.890146941902597397e-03
5.000193119049072266e-01,8.890452518095913470e-03,4.621236249573367968e-03,-8.736206653108554918e-03
5.200240612030029297e-01,8.266228740401164454e-03,3.671006040030037540e-03,-8.447467385392631173e-03
5.400097370147705078e-01,7.499145674757422275e-03,4.227217106574426495e-03,-8.087904769767433749e-03
5.601065158843994141e-01,6.585694041875641419e-03,4.571072871692895626e-03,-7.969713915917400748e-03
5.800137519836425781e-01,6.665512889982651984e-03,5.155667996870288636e-03,-8.064775353491678359e-03
5.999972820281982422e-01,4.532050897551868907e-03,5.663075366137231698e-03,-7.533534326926564530e-03
6.202225685119628906e-01,3.457881994224866820e-03,6.199785819749076970e-03,-7.374627065699578508e-03
6.401724815368652344e-01,2.357746021004280754e-03,6.740164541101406614e-03,-7.305128053064369013e-03
6.600408554077148438e-01,1.243732225073644615e-03,7.265510286278864527e-03,-7.266424330314333671e-03
6.800718307495117188e-01,1.300851290832701675e-04,9.050133406062865760e-03,-7.222700636106834174e-03
7.000079154968261719e-01,-9.920349338568236128e-04,7.972479541807415970e-03,-7.241356750144692031e-03
7.199759483337402344e-01,-2.148531420256677080e-03,9.401705709561000018e-03,-7.092206005997971421e-03
7.400422096252441406e-01,-3.259714557664113166e-03,8.013648098028215705e-03,-7.000762420681171105e-03
7.600927352905273438e-01,-4.192587991938882819e-03,7.894943810833533748e-03,-7.088821618788059345e-03
7.800302505493164062e-01,-5.004713368713595290e-03,7.554376034731132700e-03,-7.148649943038105047e-03
8.000204563140869141e-01,-5.650165893863204336e-03,7.008500991390352597e-03,-7.093157981699200337e-03
8.200547695159912109e-01,-6.140120147130626038e-03,6.312370782752700638e-03,-7.088560660993536641e-03
8.400087356567382812e-01,-6.390241779300417230e-03,5.502851539701654471e-03,-7.089185582359629721e-03
8.600335121154785156e-01,-6.422152181505078744e-03,4.670147991522254419e-03,-6.970020488370662001e-03
8.799982070922851562e-01,-6.267508704971173211e-03,3.844597549859670761e-03,-6.926440022904736121e-03
8.999745845794677734e-01,-6.006786981219296856e-03,2.948576768891251511e-03,-6.854358766200181058e-03
9.201896190643310547e-01,-5.616139908071471343e-03,2.022348520051762272e-03,-6.866457193750781333e-03
9.401471614837646484e-01,-5.174473763502798057e-03,1.115811976660448235e-03,-6.941722591626208090e-03
9.600863456726074219e-01,-4.682332585795510177e-03,2.717094407494249908e-04,-7.024190411412891202e-03
9.800848960876463734e-01,-4.146873505902686635e-03,-4.818039492323136774e-04,-7.045976542116645647e-03
1.000056028366088867e+00,-3.492880646419322874e-03,-1.148694712966403381e-03,-7.121180040003878206e-03
1.020018815994262695e+00,-2.722618031668233574e-03,-1.703527354568173252e-03,-7.156952988177829773e-03
1.039992809295654297e+00,-1.853789055532821181e-03,-2.150393348086952067e-03,-7.143064569775516015e-03
1.060015439987182617e+00,-9.261844131061773393e-04,-2.467645174643116890e-03,-7.079803704918269554e-03
1.079994678497314453e+00,2.681725622691576725e-05,-2.642477883200374661e-03,-6.974607482927098340e-03
1.100026845932006836e+00,9.932569782009964196e-04,-2.673599830879471589e-03,-6.840747840369689088e-03
1.120004892349243164e+00,1.950022610805315221e-03,-1.234811870810249151e-03,-6.695077119885645481e-03
1.140036344528198242e+00,2.845179353131433581e-03,-2.448017937495706314e-03,-6.545890139153328138e-03
1.160002708435058594e+00,3.659074478650541085e-03,-2.069177374572590128e-03,-6.415015430234457042e-03
1.179988861083984375e+00,4.359224662973670839e-03,-1.559524020478868234e-03,-6.299573117354655659e-03
1.199993371963500977e+00,4.900772497372463815e-03,-9.123279351807549870e-04,-6.153967022680737267e-03
1.220015287399291992e+00,5.315781102804562064e-03,-3.177017784781570320e-04,-6.099495151336900393e-03
1.240013837814331055e+00,5.578820238644598833e-03,1.878901206490044343e-03,-6.083330151468378279e-03
1.260019063949584961e+00,5.693448379185256369e-03,1.323015185262105004e-03,-6.096605564522333126e-03
1.279993295669555664e+00,5.702584071057788251e-03,3.546957524500344086e-03,-6.139509336255035560e-03
1.299999237060546875e+00,5.628482389302809363e-03,2.848562041343277555e-03,-6.244001966354773003e-03
1.320005893707275391e+00,5.478652435223212158e-03,3.371954178419274938e-03,-6.394219128547930578e-03
1.340013980865478294e+00,5.255692823069743613e-03,3.933216083187890399e-03,-6.570539579673141325e-03
1.360017776489257812e+00,4.973567480761685589e-03,4.370486788099351219e-03,-6.766712808581145863e-03
1.380018949508666992e+00,4.687839805764312112e-03,4.681134618954280180e-03,-6.960500945526981037e-03
1.400019168853759766e+00,4.436414123903067996e-03,6.205171497987641352e-03,-7.120332608192512028e-03
1.420017719268798828e+00,4.278567238527909711e-03,4.776252170985701220e-03,-7.260648535177728277e-03
1.440002441406250000e+00,4.225634936880617171e-03,4.530875535545948046e-03,-7.566559852404407954e-03
1.460013151168823242e+00,4.303609222854026806e-03,5.477619431657108906e-03,-7.753876533339070648e-03
1.480006933212280495e+00,4.545448139254882475e-03,3.701060699600944824e-03,-7.661143325014857508e-03
1.499983310699462891e+00,4.717652881579631474e-03,3.457389637132154709e-03,-7.398879372339906002e-03
1.520035743713378906e+00,5.123010356451920821e-03,2.934316855311538789e-03,-7.226550868506188829e-03
1.540209293365478294e+00,5.529927686852887520e-03,3.668054101466981538e-03,-7.000703568818813713e-03
1.560142278671264648e+00,5.928703646897258428e-03,1.575367606872541629e-03,-6.708624980465296463e-03
