0.000000000000000000e+00,3.219282251923399202e-02
2.010846138000479955e-02,3.221673094240796315e-02
4.016089439392089844e-02,3.223585076683107425e-02
6.038713455200189761e-02,3.231342466511694100e-02
8.021521568298339844e-02,3.223800740968831707e-02
1.001954078674315990e-01,3.215709131572102447e-02
1.200392246246337058e-01,3.219647848540173329e-02
1.401586532592772882e-01,3.213967776684766714e-02
1.600689888000488004e-01,3.209025646448186025e-02
1.800987720489501953e-01,3.218451189890873809e-02
2.000279426574707031e-01,3.229887291046511927e-02
2.199957370758056086e-01,3.227894479037778097e-02
2.400295734405517023e-01,3.232782681051864920e-02
2.600092887878417969e-01,3.235436714806812913e-02
2.801389694213867188e-01,3.235969011080917779e-02
3.000082969665526789e-01,3.232077513772462635e-02
3.199930191040039062e-01,3.225540697223436282e-02
3.400273323059082031e-01,3.232771818840711464e-02
3.601694107055664062e-01,3.237945476366233671e-02
3.802237510681151789e-01,3.243574921059869109e-02
4.000968933105468750e-01,3.240093075560118718e-02
4.200477600097656250e-01,3.238978295734988577e-02
4.400992393493651789e-01,3.236012852253283140e-02
4.602375030517578125e-01,3.234434908973780193e-02
4.799950122833251953e-01,3.232844484225764342e-02
5.000193119049072266e-01,3.238603804776583883e-02
5.200240612030029297e-01,3.235340379645841591e-02
5.400097370147705078e-01,3.244478885615476038e-02
5.601065158843994141e-01,3.236915293497151513e-02
5.800137519836425781e-01,3.244736373266087631e-02
5.999972820281982422e-01,3.250899263971424730e-02
6.202225685119628906e-01,3.244879586419029821e-02
6.401724815368652344e-01,3.247270938881648139e-02
6.600408554077148438e-01,3.239243822666541817e-02
6.800718307495117188e-01,3.248847089177039904e-02
7.000079154968261719e-01,3.249457810848566802e-02
7.199759483337402344e-01,3.248835193968806212e-02
7.400422096252441406e-01,3.261111317851266705e-02
7.600927352905273438e-01,3.265718234532925812e-02
7.800302505493164062e-01,3.267366688008641745e-02
8.000204563140869141e-01,3.277002846225696153e-02
8.200547695159912109e-01,3.276259703814905083e-02
8.400087356567382812e-01,3.267460104644180630e-02
8.600335121154785156e-01,3.261126591934433022e-02
8.799982070922851562e-01,3.261285031148682817e-02
8.999745845794677734e-01,3.256115025216479997e-02
9.201896190643310547e-01,3.264981455674693250e-02
9.401471614837646484e-01,3.261202093827950121e-02
9.600863456726074219e-01,3.251091865785787210e-02
9.800848960876463734e-01,3.256282198038482067e-02
1.000056028366088867e+00,3.245516313795879931e-02
1.020018815994262695e+00,3.248364860367027734e-02
1.039992809295654297e+00,3.248469237451446362e-02
1.060015439987182617e+00,3.240857780337609573e-02
1.079994678497314453e+00,3.240328794014775415e-02
1.100026845932006836e+00,3.238986442959228967e-02
1.120004892349243164e+00,3.239260936182537798e-02
1.140036344528198242e+00,3.241675248496250078e-02
1.160002708435058594e+00,3.240694499016952279e-02
1.179988861083984375e+00,3.239560765020543798e-02
1.199993371963500977e+00,3.238435913464830784e-02
1.220015287399291992e+00,3.239107718212112103e-02
1.240013837814331055e+00,3.229357954755621846e-02
1.260019063949584961e+00,3.234424507631736279e-02
1.279993295669555664e+00,3.247695429900334524e-02
1.299999237060546875e+00,3.250498019920769477e-02
1.320005893707275391e+00,3.256809137599672027e-02
1.340013980865478294e+00,3.257730028189523980e-02
1.360017776489257812e+00,3.255540524218834830e-02
1.380018949508666992e+00,3.258842253579297826e-02
1.400019168853759766e+00,3.258546172832112869e-02
1.420017719268798828e+00,3.264220568061764610e-02
1.440002441406250000e+00,3.267723592445639230e-02
1.460013151168823242e+00,3.266384893321779698e-02
1.480006933212280495e+00,3.270681415573933881e-02
1.499983310699462891e+00,3.265107513213950235e-02
1.520035743713378906e+00,3.260198391556614478e-02
1.540209293365478294e+00,3.266110928289407689e-02
1.560142278671264648e+00,3.265679336186030901e-02
1.579987049102783203e+00,3.263756141125852273e-02
1.599981069564819114e+00,3.264546215859403383e-02
1.620093345642089844e+00,3.257653406402784974e-02
1.640176773071289062e+00,3.255867096100200503e-02
1.660035610198974609e+00,3.257376733671645680e-02
1.680234909057617188e+00,3.252739299222307673e-02
1.700170993804931641e+00,3.246049374025563455e-02
1.720052480697631836e+00,3.247180826934462083e-02
1.740172624588012695e+00,3.241408622190002781e-02
1.760253429412841797e+00,3.247133082451280489e-02
1.779981136322021706e+00,3.251865982947704792e-02
1.800172090530395508e+00,3.247034408293875823e-02
1.820062875747680886e+00,3.257388347287400177e-02
1.840197801589965598e+00,3.255349125658667242e-02
1.860035896301269309e+00,3.252837655898720842e-02
1.880015373229980469e+00,3.249868936414788273e-02
1.900018215179443581e+00,3.256629931242262938e-02
1.920031785964965598e+00,3.261791705709459616e-02
1.940157413482666016e+00,3.265470505878991653e-02
1.959976434707641602e+00,3.260807485247975424e-02
1.979997634887695535e+00,3.261272096316074343e-02
2.000013589859008789e+00,3.256890830964734307e-02
2.020035743713378906e+00,3.260202869495661820e-02
2.040163040161132812e+00,3.259440578633945873e-02
2.060187101364136186e+00,3.266749298655809847e-02
2.080215454101562500e+00,3.262989096743574430e-02
2.099981784820556641e+00,3.256581927456412423e-02
2.120038747787476030e+00,3.253263889476107340e-02
2.140222787857056108e+00,3.246724650673858681e-02
2.160124301910400391e+00,3.243758721872874728e-02
2.180111885070800781e+00,3.243671863310920028e-02
2.200127363204956055e+00,3.242086403245252740e-02
2.219991922378540039e+00,3.250209476485461241e-02
2.240021467208862305e+00,3.251068916703134248e-02
2.260145902633666992e+00,3.251762110288134583e-02
2.280142307281494141e+00,3.246935242084349887e-02
2.300021648406982422e+00,3.248636947865623376e-02
2.320316553115844727e+00,3.247894106838428857e-02
2.340168952941894531e+00,3.247605161993898787e-02
2.359981298446655718e+00,3.244010314974348635e-02
2.380025386810302734e+00,3.242125641355392274e-02
2.400175094604492188e+00,3.239258709347030835e-02
2.419998168945312500e+00,3.242054660302069041e-02
2.440159797668457031e+00,3.242192981063763552e-02
2.459992408752441406e+00,3.236260138208522236e-02
2.479989051818848100e+00,3.238168181483722791e-02
2.500040769577026367e+00,3.244789242087613851e-02
2.520133256912231445e+00,3.250020170108481460e-02
2.539969205856323242e+00,3.245928299949061430e-02
2.560014724731445312e+00,3.253029242170892704e-02
2.579964399337768999e+00,3.256787052524081488e-02
2.599988222122192383e+00,3.258126780505418013e-02
2.620012283325195757e+00,3.256901832836717192e-02
2.640261411666870117e+00,3.254615598875289229e-02
2.660014867782592773e+00,3.256374636412257689e-02
2.680020093917846680e+00,3.257340154097442680e-02
2.700042724609375000e+00,3.262304401288759759e-02
2.720056772232056108e+00,3.271152136306044317e-02
2.740080595016479492e+00,3.270725393138161630e-02
2.760215759277344194e+00,3.273877447006137698e-02
2.780050992965698242e+00,3.266057604817489135e-02
2.800036668777465820e+00,3.268291256461788169e-02
2.820062398910522461e+00,3.255246589197909046e-02
2.840085506439208984e+00,3.258919712526004570e-02
2.860136032104492188e+00,3.256815374630041976e-02
2.880242347717285156e+00,3.249331674543014248e-02
2.900117874145507812e+00,3.254778404466008440e-02
2.919992208480834961e+00,3.256804612163730073e-02
2.939976453781127930e+00,3.251578660112078301e-02
2.960211753845214844e+00,3.252443580090941255e-02
2.980010032653808594e+00,3.259853284024692710e-02
3.000116825103760210e+00,3.264888244349497398e-02
3.020130634307861328e+00,3.255330570259493128e-02
3.039968967437744141e+00,3.267278839165368987e-02
3.060037374496459961e+00,3.262890402893729724e-02
3.080158710479736328e+00,3.255840828010118926e-02
3.100000381469726562e+00,3.258865343746508020e-02
3.120054721832275391e+00,3.255086927602687114e-02
3.140106916427612305e+00,3.259854066547211021e-02
3.160024404525756836e+00,3.265803184266030668e-02
3.180001258850097656e+00,3.264558574106611599e-02
3.200150728225708008e+00,3.279175388531741647e-02
3.220030307769775391e+00,3.279113609660225248e-02
3.240007162094116211e+00,3.280564450484707573e-02
3.260001420974731445e+00,3.269338902909296046e-02
3.280007362365722656e+00,3.270961265461563849e-02
