secs;nsecs;force_z
1619688180;595478773;495.98790112
1619688180;607939481;495.594464036
1619688180;620468854;495.39290353900003
1619688180;633090257;495.397632891
1619688180;645707845;495.33277319999996
1619688180;658181428;495.54874696300004
1619688180;691641092;496.436964396
1619688180;711251020;496.28269742300006
1619688180;812128067;496.655865853
1619688180;815533876;496.16739130599996
1619688180;826930284;495.800753887
1619688180;839432477;495.611804996
1619688180;888538360;495.41992841
1619688180;901720046;495.787691866
1619688180;904781103;496.03587026599996
1619688180;917793035;496.29598465099997
1619688180;930958509;496.08338899800003
1619688180;944188833;496.05366164
1619688180;957226276;495.868316065
1619688180;970364332;495.57960035699995
1619688180;983608007;495.549197377
1619688180;996762037;495.923491843
1619688181;9941577;496.20725299099996
1619688181;23245573;496.440342505
1619688181;36409854;496.448224759
1619688181;49573898;496.499346807
1619688181;52628278;496.248691127
1619688181;65686464;495.83746267
1619688181;78885316;495.84466930199994
1619688181;92064857;496.212883172
1619688181;105229616;500.18846693300003
1619688181;108187675;511.52562560900003
1619688181;124183893;528.102456397
1619688181;137328863;544.58515055
1619688181;150485515;556.811427488
1619688181;163740158;568.112327795
1619688181;176897525;594.232541433
1619688181;190081596;609.785580016
1619688181;203323125;621.520905128
1619688181;216518640;630.1922854669999
1619688181;229671478;636.774418056
1619688181;244097232;651.8347031540001
1619688181;257250785;659.564041525
1619688181;270393133;653.70572507
1619688181;283623695;633.886810568
1619688181;296765089;611.584535609
1619688181;309923171;601.7625713790001
1619688181;313019037;596.44047341
1619688181;326054334;579.5010589340001
1619688181;339444875;556.51212704
1619688181;353205680;533.504953357
1619688181;366773843;516.246194986
1619688181;391688585;474.240987264
1619688181;456799983;342.461634692
1619688181;460156202;283.035847054
1619688181;550151586;199.967292706
1619688181;583614349;90.6156899624
1619688181;612746238;18.1017931675
1619688181;626167297;3.96402409073
1619688181;707120656;0.40556214795100004
1619688181;782152414;0.42952634884999996
1619688181;866946697;0.241141102892
1619688181;982808113;0.29905458839899995
1619688181;995918750;0.283078454466
1619688182;9099960;0.262664505552
1619688182;12180805;0.307486436863
1619688182;23393392;0.15149724027
1619688182;35869836;0.280415765477
1619688182;48380374;0.209188835027
1619688182;60859441;0.282856563717
1619688182;73418140;0.218286355739
1619688182;85867404;0.250682405102
1619688182;98349809;0.367840720609
1619688182;110882997;0.27176202626400003
1619688182;123425245;0.37250042634
1619688182;135882854;0.25955803506499997
1619688182;148389339;0.09669022525019999
1619688182;160851478;0.304823747874
1619688182;173781871;0.303048621882
1619688182;206737041;0.173020642929
1619688182;220252752;0.357855636901
