time;force_x;force_y;force_z;torque_x;torque_y;torque_z
0.0;-2.2;-13.8;174.8;-3.4;-19.93;0.16
0.019993305206298828;-2.3;-13.9;174.7;-3.4;-19.93;0.16
0.04007315635681152;-2.3;-13.8;175.1;-3.41;-19.93;0.17
0.059992313385009766;-2.3;-13.8;174.9;-3.42;-19.91;0.17
0.07996726036071777;-2.2;-13.7;174.9;-3.43;-19.91;0.18
0.09997773170471191;-2.2;-13.8;174.9;-3.43;-19.92;0.18
0.11998486518859863;-2.4;-13.8;174.9;-3.42;-19.93;0.17
0.14000964164733887;-2.3;-13.9;174.7;-3.41;-19.93;0.16
0.1600806713104248;-2.3;-13.9;174.6;-3.4;-19.93;0.16
0.1799945831298828;-2.3;-13.8;174.8;-3.4;-19.94;0.15
0.19998764991760254;-2.3;-13.9;174.4;-3.39;-19.91;0.14
0.22020363807678223;-2.4;-13.8;174.6;-3.39;-19.92;0.14
0.24010586738586426;-2.3;-14.0;174.4;-3.38;-19.91;0.14
0.2599978446960449;-2.5;-13.9;174.6;-3.38;-19.91;0.14
0.2801530361175537;-2.3;-13.8;174.4;-3.38;-19.9;0.15
0.30020976066589355;-2.4;-13.9;174.6;-3.39;-19.91;0.15
0.31996846199035645;-2.4;-13.8;174.7;-3.4;-19.92;0.15
0.3401663303375244;-2.4;-13.8;174.7;-3.41;-19.93;0.16
0.3601651191711426;-2.4;-13.8;175.1;-3.43;-19.94;0.16
0.3799855709075928;-2.3;-13.9;174.9;-3.41;-19.93;0.16
0.3999907970428467;-2.4;-13.9;174.7;-3.41;-19.93;0.17
0.4201056957244873;-2.3;-14.0;174.7;-3.41;-19.93;0.17
0.4399867057800293;-2.3;-13.8;174.9;-3.42;-19.94;0.18
0.4599578380584717;-2.2;-13.6;174.7;-3.43;-19.92;0.18
0.47997617721557617;-2.1;-13.7;174.9;-3.42;-19.93;0.18
0.5002763271331787;-2.3;-13.9;174.6;-3.4;-19.93;0.17
0.520012617111206;-2.3;-13.8;174.8;-3.4;-19.94;0.16
0.5399825572967529;-2.3;-13.9;174.7;-3.39;-19.92;0.16
0.5600123405456543;-2.3;-13.9;174.6;-3.39;-19.92;0.15
0.579993724822998;-2.4;-13.8;174.9;-3.4;-19.92;0.15
0.600017786026001;-2.5;-13.7;174.9;-3.4;-19.93;0.14
0.6200954914093018;-2.6;-13.8;174.8;-3.39;-19.92;0.14
0.6399776935577393;-2.4;-13.9;174.4;-3.38;-19.91;0.15
0.6599762439727783;-2.4;-13.8;174.5;-3.39;-19.9;0.16
0.6799566745758057;-2.4;-13.8;174.7;-3.4;-19.92;0.16
0.7000644207000732;-2.4;-13.9;175.1;-3.41;-19.94;0.15
0.7199747562408447;-2.5;-13.8;174.9;-3.4;-19.94;0.15
0.7401525974273682;-2.3;-13.8;174.9;-3.41;-19.92;0.17
0.7601497173309326;-2.3;-13.8;174.9;-3.4;-19.91;0.18
0.7799892425537109;-2.2;-14.0;174.7;-3.4;-19.92;0.18
0.7999954223632812;-2.3;-13.9;175.1;-3.42;-19.95;0.17
0.8200714588165283;-2.4;-13.7;175.1;-3.44;-19.95;0.18
0.8401589393615723;-2.2;-13.7;175.3;-3.43;-19.94;0.18
0.8599882125854492;-2.3;-14.0;175.3;-3.42;-19.94;0.17
0.8801000118255615;-2.3;-13.8;174.9;-3.41;-19.92;0.18
0.8999912738800049;-2.4;-13.7;174.9;-3.41;-19.94;0.17
0.9199788570404053;-2.3;-13.8;175.1;-3.4;-19.94;0.15
0.9400193691253662;-2.4;-13.9;175.3;-3.41;-19.95;0.15
0.9600913524627686;-2.5;-13.7;174.9;-3.41;-19.93;0.15
0.9799966812133789;-2.6;-13.8;174.4;-3.38;-19.91;0.15
0.999967098236084;-2.6;-13.7;174.2;-3.38;-19.9;0.15
1.019993543624878;-2.4;-13.9;174.4;-3.38;-19.91;0.15
1.0399503707885742;-2.5;-13.9;174.9;-3.39;-19.93;0.15
1.0601181983947754;-2.5;-13.8;174.9;-3.41;-19.94;0.15
1.0800971984863281;-2.5;-13.7;175.5;-3.44;-19.96;0.17
1.100020170211792;-2.4;-14.0;174.9;-3.4;-19.94;0.16
1.1201062202453613;-2.4;-13.9;174.7;-3.4;-19.93;0.17
1.139986515045166;-2.5;-13.9;175.3;-3.4;-19.95;0.17
1.1600959300994873;-2.4;-13.7;174.9;-3.43;-19.96;0.19
1.1799874305725098;-2.3;-13.7;175.3;-3.45;-19.96;0.19
1.1999537944793701;-2.2;-13.7;175.1;-3.44;-19.94;0.18
1.2200090885162354;-2.4;-13.9;175.1;-3.41;-19.97;0.16
1.240199327468872;-2.4;-13.8;174.7;-3.4;-19.94;0.17
1.2601029872894287;-2.5;-13.8;175.3;-3.41;-19.95;0.17
1.2800331115722656;-2.4;-13.7;174.7;-3.41;-19.92;0.17
1.2999980449676514;-2.4;-13.7;174.6;-3.41;-19.93;0.16
1.3199453353881836;-2.4;-13.6;174.9;-3.41;-19.92;0.16
1.3399457931518555;-2.4;-13.8;174.8;-3.39;-19.93;0.15
1.3600192070007324;-2.6;-13.9;174.8;-3.38;-19.93;0.15
1.379995584487915;-2.4;-14.0;175.1;-3.39;-19.97;0.14
1.400003433227539;-2.5;-13.6;174.4;-3.41;-19.9;0.17
1.4200975894927979;-2.3;-13.8;175.5;-3.43;-19.95;0.16
1.4399890899658203;-2.0;-13.9;175.7;-3.42;-19.97;0.17
1.4600605964660645;-2.3;-13.9;176.1;-3.42;-19.99;0.17
1.4799761772155762;-2.4;-13.7;175.5;-3.42;-19.98;0.17
1.5000507831573486;-2.4;-13.7;175.1;-3.41;-19.95;0.18
1.520000696182251;-2.3;-13.9;174.9;-3.42;-19.91;0.18
1.5401051044464111;-2.4;-13.8;174.7;-3.42;-19.91;0.18
1.5600001811981201;-2.5;-13.6;174.5;-3.42;-19.91;0.19
1.580078125;-2.6;-13.7;175.1;-3.41;-19.94;0.17
1.599980115890503;-2.5;-13.7;174.9;-3.4;-19.93;0.17
1.6199584007263184;-2.4;-13.8;174.9;-3.41;-19.93;0.17
1.6400177478790283;-2.4;-13.7;175.1;-3.41;-19.92;0.17
1.660059928894043;-2.4;-13.7;175.1;-3.4;-19.94;0.16
1.6799745559692383;-2.4;-13.7;175.1;-3.39;-19.96;0.16
1.6999831199645996;-2.7;-13.8;175.1;-3.39;-19.97;0.15
1.7201299667358398;-2.7;-13.8;175.0;-3.38;-19.95;0.14
1.740032434463501;-2.4;-13.8;174.7;-3.39;-19.92;0.15
1.7603483200073242;-2.4;-13.8;174.4;-3.39;-19.9;0.16
1.779994249343872;-2.6;-13.7;174.4;-3.39;-19.92;0.16
1.800140380859375;-2.7;-13.8;174.7;-3.39;-19.94;0.16
1.8199827671051025;-2.7;-13.8;174.8;-3.4;-19.94;0.16
1.8400120735168457;-2.5;-13.8;174.6;-3.4;-19.92;0.16
1.8600001335144043;-2.2;-13.9;174.4;-3.39;-19.91;0.17
1.8799984455108643;-2.5;-13.6;175.1;-3.42;-19.93;0.19
1.9000244140625;-2.5;-13.8;175.7;-3.44;-19.96;0.18
1.9201982021331787;-2.6;-13.7;175.1;-3.45;-19.94;0.19
1.9401185512542725;-2.4;-13.8;174.9;-3.43;-19.91;0.19
1.9600012302398682;-2.6;-13.9;175.1;-3.41;-19.94;0.17
1.9801199436187744;-2.8;-13.8;175.3;-3.41;-19.95;0.16
1.9999890327453613;-2.8;-13.7;174.9;-3.41;-19.93;0.17
2.020101547241211;-2.6;-13.8;175.1;-3.41;-19.94;0.16
2.039968252182007;-2.8;-13.7;174.5;-3.4;-19.91;0.15
2.060068130493164;-2.9;-13.6;174.3;-3.41;-19.89;0.16
2.0799381732940674;-2.8;-13.7;174.2;-3.39;-19.88;0.15
2.1000101566314697;-2.8;-13.9;174.2;-3.38;-19.89;0.15
2.120100975036621;-2.8;-13.9;174.2;-3.38;-19.89;0.14
2.140014410018921;-2.9;-14.0;174.3;-3.4;-19.9;0.15
2.16007661819458;-2.9;-13.7;174.7;-3.42;-19.9;0.16
2.179953098297119;-2.8;-13.8;174.3;-3.42;-19.87;0.16
2.200103998184204;-2.8;-13.8;174.3;-3.42;-19.87;0.16
2.2200493812561035;-3.0;-13.8;174.1;-3.41;-19.86;0.17
2.2399871349334717;-3.0;-13.9;174.7;-3.41;-19.9;0.16
2.2599799633026123;-2.7;-13.9;174.9;-3.42;-19.92;0.17
2.280172348022461;-2.5;-13.8;175.3;-3.44;-19.95;0.18
