time, StatePelvisPosX, StatePelvisPosZ, StatePelvisRotY, StateHipRotY, StateKneeRotY, StateAnkleRotY, StateMiddleTrunkRotY, StateLShoulderRotY, StateLElbowRotY, StateRShoulderRotY, StateRElbowRotY, StateHeadRotY, StatePelvisVelX, StatePelvisVelZ, StatePelvisRotVelY, StateHipRotVelY, StateKneeRotVelY, StateAnkleRotVelY, StateMiddleTrunkRotVelY, StateLShoulderRotVelY, StateLElbowRotVelY, StateRShoulderRotVelY, StateRElbowRotVelY, StateHeadRotVelY, StateHipTorque, StateKneeTorque, StateAnkleTorque, StateMiddleTrunkTorque, StateShoulderTorque, StateElbowTorque, StateHeadTorque, ControlHipDTorque, ControlKneeDTorque, ControlAnkleDTorque, ControlMiddleTrunkDTorque, ControlShoulderDTorque, ControlElbowDTorque, ControlHeadDTorque, TauPelvisPosX, TauPelvisPosZ, TauPelvisRotY, Tauleg_3_joint, Tauleg_4_joint, Tauleg_5_joint, Tautorso_2_joint, Tauarm_1_joint, Tauarm_4_joint, Tauarm_1_joint, Tauarm_4_joint, Tauhead_2_joint, Heel_Fx, Heel_Fy, Heel_Fz, Toe_Fx, Toe_Fy, Toe_Fz, CoP, Hand_x, Hand_y, Hand_z, Box_Hand_Fx, Box_Hand_Fz, Box_Hand_Ty, Phase
0, -0.0235616, 0.743839, 0.1, -0.977221, 1.10519, -0.227965, 0.1, 0.23, 1, 0.23, 1, 0.03, 1.30173e-17, -3.49435e-19, 1.67037e-17, 1.08268e-17, -7.09094e-19, -7.91693e-18, 8.2248e-18, 1.1706e-17, 2.55904e-18, -4.00194e-19, 3.53609e-18, -3.72308e-18, 11.5437, -4.40391, -0.65848, -17.0753, 13.8588, 10.0537, -0.231274, 21.4456, -2.02967, 0.340917, -0.175966, 6.6736, 6.2462, 0.856043, 4.68786e-310, 0, 0, 11.5437, -4.40391, -0.65848, -17.0753, 6.92939, 5.02684, 6.92939, 0, 0, -8.96838, 0, 76.3978, 0, 0, 38.3289, 0.000113275, 0, 0, 0, 0, 0, 0, 0
0.000166802, -0.0235616, 0.743839, 0.1, -0.977221, 1.10519, -0.227965, 0.1, 0.23, 1, 0.23, 1, 0.0299999, 7.75181e-05, -7.77775e-06, 0.000542794, -0.000542794, -3.00894e-19, -9.08074e-18, -3.02588e-05, -1.22554e-05, -2.56371e-05, -1.32866e-05, -2.42703e-05, -0.000965167, 11.5474, -4.40426, -0.658415, -17.0753, 13.8599, 10.0547, -0.231129, 22.0321, -2.16494, 0.411298, -0.477288, 6.57178, 6.22341, 0.87692, 4.68786e-310, 0, 0, 11.5474, -4.40426, -0.658415, -17.0753, 6.92994, 5.02736, 6.92994, 0, 0, -8.96358, 0, 76.4191, 0, 0, 38.3345, 0.000108912, 0, 0, 0, 0, 0, 0, 0
0.000333603, -0.0235616, 0.743839, 0.1, -0.977221, 1.10519, -0.227965, 0.1, 0.23, 1, 0.23, 1, 0.0299996, 0.000154963, -1.55482e-05, 0.00108508, -0.00108508, -3.05572e-18, -1.09544e-17, -5.94009e-05, -2.40994e-05, -5.06286e-05, -2.61616e-05, -4.78949e-05, -0.0019306, 11.5511, -4.40463, -0.658341, -17.0754, 13.861, 10.0558, -0.230981, 22.6186, -2.30021, 0.481679, -0.778611, 6.46996, 6.20063, 0.897796, 4.68786e-310, 0, 0, 11.5511, -4.40463, -0.658341, -17.0754, 6.93049, 5.02788, 6.93049, 0, 0, -8.95874, 0, 76.4406, 0, 0, 38.3404, 0.000104612, 0, 0, 0, 0, 0, 0, 0
0.000500405, -0.0235615, 0.743839, 0.1, -0.977221, 1.10519, -0.227965, 0.1, 0.23, 1, 0.23, 1, 0.0299992, 0.00023233, -2.33109e-05, 0.00162681, -0.00162681, -8.70492e-18, -1.52947e-17, -8.7335e-05, -3.54983e-05, -7.49201e-05, -3.85913e-05, -7.08196e-05, -0.00289624, 11.5549, -4.40503, -0.658254, -17.0756, 13.862, 10.0568, -0.230829, 23.2051, -2.43548, 0.55206, -1.07993, 6.36814, 6.17784, 0.918673, 4.68786e-310, 0, 0, 11.5549, -4.40503, -0.658254, -17.0756, 6.93102, 5.0284, 6.93102, 0, 0, -8.95388, 0, 76.4626, 0, 0, 38.3465, 0.000100379, 0, 0, 0, 0, 0, 0, 0
0.000667206, -0.0235615, 0.743839, 0.100001, -0.977221, 1.10519, -0.227965, 0.1, 0.23, 1, 0.23, 1, 0.0299987, 0.000309616, -3.10654e-05, 0.00216798, -0.00216798, -6.95576e-18, -2.06828e-17, -0.000114046, -4.64463e-05, -9.85009e-05, -5.05699e-05, -9.30338e-05, -0.00386204, 11.5588, -4.40545, -0.658156, -17.0758, 13.8631, 10.0578, -0.230674, 23.7916, -2.57075, 0.622441, -1.38126, 6.26633, 6.15505, 0.939549, 4.68786e-310, 0, 0, 11.5588, -4.40545, -0.658156, -17.0758, 6.93155, 5.02891, 6.93155, 0, 0, -8.94898, 0, 76.4849, 0, 0, 38.3529, 9.62173e-05, 0, 0, 0, 0, 0, 0, 0
0.000834008, -0.0235614, 0.743839, 0.100001, -0.977222, 1.10519, -0.227965, 0.0999999, 0.23, 1, 0.23, 1, 0.029998, 0.000386822, -3.88121e-05, 0.00270859, -0.00270859, -6.11448e-18, -2.8778e-17, -0.000139552, -5.69503e-05, -0.00012138, -6.21043e-05, -0.000114546, -0.0048279, 11.5628, -4.40589, -0.658047, -17.0761, 13.8641, 10.0589, -0.230516, 24.3781, -2.70602, 0.692822, -1.68258, 6.16451, 6.13226, 0.960426, 4.68786e-310, 0, 0, 11.5628, -4.40589, -0.658047, -17.0761, 6.93207, 5.02943, 6.93207, 0, 0, -8.94405, 0, 76.5076, 0, 0, 38.3596, 9.21253e-05, 0, 0, 0, 0, 0, 0, 0
0.00100081, -0.0235614, 0.743839, 0.100002, -0.977222, 1.10519, -0.227965, 0.0999999, 0.23, 1, 0.23, 1, 0.0299971, 0.000463949, -4.65509e-05, 0.00324865, -0.00324865, -6.89718e-18, -3.76282e-17, -0.000163869, -6.7016e-05, -0.000143565, -7.32001e-05, -0.000135364, -0.00579376, 11.567, -4.40635, -0.657925, -17.0764, 13.8652, 10.0599, -0.230354, 24.9645, -2.84129, 0.763203, -1.9839, 6.06269, 6.10947, 0.981303, 4.68786e-310, 0, 0, 11.567, -4.40635, -0.657925, -17.0764, 6.93258, 5.02994, 6.93258, 0, 0, -8.93909, 0, 76.5306, 0, 0, 38.3665, 8.81036e-05, 0, 0, 0, 0, 0, 0, 0
0.00116761, -0.0235613, 0.743839, 0.100002, -0.977223, 1.10519, -0.227965, 0.0999999, 0.23, 1, 0.23, 1, 0.029996, 0.000540997, -5.4282e-05, 0.00378815, -0.00378815, -6.26233e-18, -4.35136e-17, -0.000187013, -7.66488e-05, -0.000165062, -8.38627e-05, -0.000155496, -0.00675956, 11.5712, -4.40683, -0.657792, -17.0767, 13.8662, 10.0609, -0.230188, 25.551, -2.97656, 0.833584, -2.28522, 5.96087, 6.08668, 1.00218, 4.68786e-310, 0, 0, 11.5712, -4.40683, -0.657792, -17.0767, 6.93308, 5.03044, 6.93308, 0, 0, -8.93409, 0, 76.5541, 0, 0, 38.3738, 8.4152e-05, 0, 0, 0, 0, 0, 0, 0
0.00133441, -0.0235612, 0.743839, 0.100003, -0.977224, 1.10519, -0.227965, 0.0999999, 0.23, 1, 0.23, 1, 0.0299948, 0.000617967, -6.20054e-05, 0.00432711, -0.00432711, -7.88025e-18, -4.71524e-17, -0.000209001, -8.58557e-05, -0.000185882, -9.40992e-05, -0.000174949, -0.00772521, 11.5755, -4.40734, -0.657647, -17.0771, 13.8671, 10.0619, -0.23002, 26.1375, -3.11183, 0.903965, -2.58655, 5.85905, 6.06389, 1.02306, 4.68786e-310, 0, 0, 11.5755, -4.40734, -0.657647, -17.0771, 6.93357, 5.03095, 6.93357, 0, 0, -8.92906, 0, 76.5779, 0, 0, 38.3812, 8.02707e-05, 0, 0, 0, 0, 0, 0, 0
0.00150121, -0.0235611, 0.743839, 0.100004, -0.977224, 1.10519, -0.227965, 0.0999998, 0.23, 1, 0.23, 1, 0.0299934, 0.00069486, -6.97211e-05, 0.00486553, -0.00486553, -1.35057e-17, -4.87915e-17, -0.000229854, -9.46434e-05, -0.000206033, -0.000103916, -0.000193734, -0.00869063, 11.5799, -4.40787, -0.65749, -17.0776, 13.8681, 10.0629, -0.229847, 26.724, -3.2471, 0.974346, -2.88787, 5.75723, 6.04111, 1.04393, 4.68786e-310, 0, 0, 11.5799, -4.40787, -0.65749, -17.0776, 6.93406, 5.03146, 6.93406, 0, 0, -8.924, 0, 76.6021, 0, 0, 38.389, 7.64596e-05, 0, 0, 0, 0, 0, 0, 0
