secs;nsecs;force_z
1619685903;96331357;507.54688894699996
1619685903;110268831;507.38023557400004
1619685903;185687541;507.02846183400004
1619685903;199643135;507.168090336
1619685903;224405527;508.013293182
1619685903;238219976;507.66309589300005
1619685903;252155542;507.809255405
1619685903;265965938;507.697102189
1619685903;279857873;507.16110891
1619685903;304567813;507.12169764
1619685903;339426040;508.006311757
1619685903;369416475;508.15629979199997
1619685903;526848316;505.97741955199996
1619685903;540800333;507.841234836
1619685903;544622898;507.817137659
1619685903;627490997;507.23430127
1619685903;703150987;507.40545878800003
1619685903;716998338;507.288125805
1619685903;730894088;507.06494541
1619685903;744768142;506.762041646
1619685903;758684635;506.833657554
1619685903;772546529;506.37153225699996
1619685903;786453485;506.047684217
1619685903;810972690;507.18655733099996
1619685903;824872255;506.898742453
1619685903;838820934;507.183854844
1619685903;894442319;507.979962508
1619685903;908372879;507.628639182
1619685903;949031829;513.628639182
1619685903;973162651;518.6248340669999
1619685904;18519639;586.298039248
1619685904;32528877;607.039627895
1619685904;57186126;623.813515035
1619685904;214374303;463.553326326
1619685904;259058952;295.101220638
1619685904;273175477;248.1580623
1619685904;286967277;204.52245704799998
1619685904;362282514;111.86949536200001
1619685904;387010574;1.04394183301
1619685904;400836467;0.923011374773
1619685904;430534362;1.06812792466
1619685904;444543600;0.9285586435
1619685904;448170423;0.993794523725
1619685904;482857465;0.962286037358
1619685904;630631208;1.2806992622700002
1619685904;644728899;0.9778183897930001
1619685904;648460149;0.939875071702
1619685904;701061010;0.939875071702
1619685904;735798120;0.668946467092
1619685904;739448785;0.679153441549
1619685904;845552921;0.621461846792
1619685904;859502315;0.515619959487
1619685904;883865356;0.570426974507
1619685904;907971382;0.55311949608
