time, StatePelvisPosX, StatePelvisPosZ, StatePelvisRotY, StateHipRotY, StateKneeRotY, StateAnkleRotY, StateMiddleTrunkRotY, StateLShoulderRotY, StateLElbowRotY, StateRShoulderRotY, StateRElbowRotY, StateHeadRotY, StatePelvisVelX, StatePelvisVelZ, StatePelvisRotVelY, StateHipRotVelY, StateKneeRotVelY, StateAnkleRotVelY, StateMiddleTrunkRotVelY, StateLShoulderRotVelY, StateLElbowRotVelY, StateRShoulderRotVelY, StateRElbowRotVelY, StateHeadRotVelY, StateHipTorque, StateKneeTorque, StateAnkleTorque, StateMiddleTrunkTorque, StateShoulderTorque, StateElbowTorque, StateHeadTorque, ControlHipDTorque, ControlKneeDTorque, ControlAnkleDTorque, ControlMiddleTrunkDTorque, ControlShoulderDTorque, ControlElbowDTorque, ControlHeadDTorque, TauPelvisPosX, TauPelvisPosZ, TauPelvisRotY, Tauleg_3_joint, Tauleg_4_joint, Tauleg_5_joint, Tautorso_2_joint, Tauarm_1_joint, Tauarm_4_joint, Tauarm_1_joint, Tauarm_4_joint, Tauhead_2_joint, Heel_Fx, Heel_Fy, Heel_Fz, Toe_Fx, Toe_Fy, Toe_Fz, CoP, Hand_x, Hand_y, Hand_z, Box_Hand_Fx, Box_Hand_Fz, Box_Hand_Ty, Phase
0, -0.0208823, 0.744785, 0.1, -0.951335, 1.1436, -0.292266, 0.1, 0.23, 1, 0.23, 1, 0.03, 1.02726e-17, -1.14902e-18, 6.54919e-18, -1.69972e-18, -3.34879e-18, -1.35624e-18, 1.67897e-18, 4.58063e-19, 7.96935e-18, 5.11306e-18, 7.58428e-18, 9.45184e-19, 12.2559, -11.2286, -1.32308, -18.8905, 15.5429, 10.9976, -0.29045, 15.1662, -2.27498, -0.713336, -1.20762, -3.07593, 0.773867, 0.447087, 4.64667e-310, 0, 0, 12.2559, -11.2286, -1.32308, -18.8905, 7.77144, 5.4988, 7.77144, 0, 0, -14.7331, 0, 107.596, 0, 0, 54.0266, 0.000141536, 0, 0, 0, 0, 0, 0, 0
0.000139998, -0.0208823, 0.744785, 0.1, -0.951335, 1.1436, -0.292266, 0.1, 0.23, 1, 0.23, 1, 0.0299999, 7.99158e-05, -8.01833e-06, 0.000559583, -0.000559583, -3.33263e-18, 7.77023e-19, -0.00030777, -2.827e-06, -1.085e-05, -3.3263e-06, -1.01861e-05, -0.000749294, 12.2581, -11.2289, -1.32317, -18.8907, 15.5424, 10.9977, -0.290386, 15.6156, -2.44033, -0.652327, -1.3337, -3.09746, 0.772397, 0.463677, 4.64667e-310, 0, 0, 12.2581, -11.2289, -1.32317, -18.8907, 7.77122, 5.49885, 7.77122, 0, 0, -14.7293, 0, 107.61, 0, 0, 54.0281, 0.000138182, 0, 0, 0, 0, 0, 0, 0
0.000279996, -0.0208823, 0.744785, 0.1, -0.951335, 1.1436, -0.292266, 0.0999999, 0.23, 1, 0.23, 1, 0.0299998, 0.000159815, -1.6035e-05, 0.00111905, -0.00111905, -1.44264e-18, 2.33805e-18, -0.000615317, -5.68612e-06, -2.14542e-05, -6.68473e-06, -2.01264e-05, -0.00149831, 12.2603, -11.2292, -1.32326, -18.8908, 15.542, 10.9978, -0.29032, 16.065, -2.60569, -0.591318, -1.45977, -3.11899, 0.770928, 0.480267, 4.64667e-310, 0, 0, 12.2603, -11.2292, -1.32326, -18.8908, 7.771, 5.4989, 7.771, 0, 0, -14.7255, 0, 107.624, 0, 0, 54.0298, 0.000134849, 0, 0, 0, 0, 0, 0, 0
0.000419994, -0.0208823, 0.744785, 0.1, -0.951335, 1.1436, -0.292266, 0.0999998, 0.23, 1, 0.23, 1, 0.0299995, 0.000239696, -2.405e-05, 0.00167839, -0.00167839, 1.06622e-18, 6.074e-18, -0.000922639, -8.57698e-06, -3.18105e-05, -1.00749e-05, -2.9819e-05, -0.00224702, 12.2626, -11.2296, -1.32334, -18.8911, 15.5416, 10.9979, -0.290252, 16.5144, -2.77104, -0.530309, -1.58584, -3.14052, 0.769458, 0.496857, 4.64667e-310, 0, 0, 12.2626, -11.2296, -1.32334, -18.8911, 7.77079, 5.49896, 7.77079, 0, 0, -14.7216, 0, 107.638, 0, 0, 54.0317, 0.00013154, 0, 0, 0, 0, 0, 0, 0
0.000559992, -0.0208822, 0.744785, 0.100001, -0.951336, 1.1436, -0.292266, 0.0999996, 0.23, 1, 0.23, 1, 0.0299991, 0.00031956, -3.20631e-05, 0.00223761, -0.00223761, 2.92703e-18, 8.71989e-18, -0.00122972, -1.15002e-05, -4.1907e-05, -1.34975e-05, -3.92516e-05, -0.00299538, 12.2649, -11.23, -1.32341, -18.8913, 15.5411, 10.998, -0.290181, 16.9638, -2.9364, -0.4693, -1.71192, -3.16205, 0.767989, 0.513447, 4.64667e-310, 0, 0, 12.2649, -11.23, -1.32341, -18.8913, 7.77057, 5.49901, 7.77057, 0, 0, -14.7177, 0, 107.653, 0, 0, 54.0338, 0.000128253, 0, 0, 0, 0, 0, 0, 0
0.00069999, -0.0208822, 0.744785, 0.100001, -0.951336, 1.1436, -0.292266, 0.0999995, 0.23, 1, 0.23, 1, 0.0299987, 0.000399404, -4.00745e-05, 0.00279669, -0.00279669, 4.0648e-18, 1.22779e-17, -0.00153656, -1.44544e-05, -5.17458e-05, -1.6951e-05, -4.84267e-05, -0.00374336, 12.2673, -11.2304, -1.32347, -18.8915, 15.5407, 10.9981, -0.290108, 17.4132, -3.10175, -0.408291, -1.83799, -3.18358, 0.766519, 0.530037, 4.64667e-310, 0, 0, 12.2673, -11.2304, -1.32347, -18.8915, 7.77034, 5.49907, 7.77034, 0, 0, -14.7137, 0, 107.668, 0, 0, 54.0361, 0.000124991, 0, 0, 0, 0, 0, 0, 0
0.000839988, -0.0208821, 0.744785, 0.100001, -0.951336, 1.1436, -0.292266, 0.0999992, 0.23, 1, 0.23, 1, 0.0299981, 0.00047923, -4.80841e-05, 0.00335565, -0.00335565, 4.71301e-18, 1.46063e-17, -0.00184317, -1.74387e-05, -6.13289e-05, -2.04347e-05, -5.73461e-05, -0.00449094, 12.2698, -11.2309, -1.32352, -18.8918, 15.5402, 10.9982, -0.290032, 17.8627, -3.2671, -0.347282, -1.96406, -3.20511, 0.76505, 0.546627, 4.64667e-310, 0, 0, 12.2698, -11.2309, -1.32352, -18.8918, 7.77012, 5.49912, 7.77012, 0, 0, -14.7097, 0, 107.683, 0, 0, 54.0386, 0.000121752, 0, 0, 0, 0, 0, 0, 0
0.000979986, -0.020882, 0.744785, 0.100002, -0.951337, 1.1436, -0.292266, 0.0999989, 0.23, 1, 0.23, 1, 0.0299974, 0.000559036, -5.60918e-05, 0.00391446, -0.00391446, 5.22584e-18, 1.29867e-17, -0.00214953, -2.04521e-05, -7.06589e-05, -2.39474e-05, -6.60125e-05, -0.00523809, 12.2723, -11.2314, -1.32356, -18.8921, 15.5398, 10.9983, -0.289955, 18.3121, -3.43246, -0.286273, -2.09014, -3.22664, 0.76358, 0.563217, 4.64667e-310, 0, 0, 12.2723, -11.2314, -1.32356, -18.8921, 7.76989, 5.49917, 7.76989, 0, 0, -14.7057, 0, 107.699, 0, 0, 54.0413, 0.000118537, 0, 0, 0, 0, 0, 0, 0
0.00111998, -0.020882, 0.744785, 0.100003, -0.951338, 1.1436, -0.292266, 0.0999986, 0.23, 1, 0.23, 1, 0.0299966, 0.000638823, -6.40978e-05, 0.00447315, -0.00447315, 4.37462e-18, 1.05909e-17, -0.00245566, -2.34925e-05, -7.97407e-05, -2.74872e-05, -7.44306e-05, -0.00598477, 12.2749, -11.2319, -1.3236, -18.8924, 15.5393, 10.9985, -0.289875, 18.7615, -3.59781, -0.225264, -2.21621, -3.24816, 0.762111, 0.579807, 4.64667e-310, 0, 0, 12.2749, -11.2319, -1.3236, -18.8924, 7.76967, 5.49923, 7.76967, 0, 0, -14.7016, 0, 107.715, 0, 0, 54.0441, 0.000115346, 0, 0, 0, 0, 0, 0, 0
0.00125998, -0.0208819, 0.744785, 0.100003, -0.951338, 1.1436, -0.292266, 0.0999982, 0.23, 1, 0.23, 1, 0.0299957, 0.000718591, -7.2102e-05, 0.00503169, -0.00503169, 1.62852e-18, 8.46327e-18, -0.00276155, -2.65588e-05, -8.85772e-05, -3.10528e-05, -8.26035e-05, -0.00673096, 12.2776, -11.2324, -1.32363, -18.8927, 15.5389, 10.9986, -0.289792, 19.2109, -3.76317, -0.164255, -2.34228, -3.26969, 0.760641, 0.596397, 4.64667e-310, 0, 0, 12.2776, -11.2324, -1.32363, -18.8927, 7.76944, 5.49928, 7.76944, 0, 0, -14.6974, 0, 107.731, 0, 0, 54.0472, 0.00011218, 0, 0, 0, 0, 0, 0, 0
